set_c,c,output
26.000, 26.020, 6.09
26.000, 26.023, 5.39
26.000, 26.016, 6.74
26.000, 26.027, 4.32
26.000, 26.011, 7.97
26.000, 26.006, 7.23
26.000, 26.019, 4.83
26.000, 26.005, 8.14
26.000, 26.006, 6.74
26.000, 26.006, 6.85
26.000, 26.006, 6.85
26.000, 26.004, 7.30
26.000, 26.016, 5.01
26.000, 26.012, 6.73
26.000, 26.012, 6.37
26.000, 26.005, 7.50
26.000, 26.013, 5.54
26.000, 26.017, 5.55
26.000, 26.016, 6.12
26.000, 26.022, 5.08
26.000, 26.019, 5.98
26.000, 26.024, 4.82
26.000, 26.024, 5.27
26.000, 26.011, 7.52
26.000, 26.013, 5.89
26.000, 26.011, 6.57
26.000, 26.013, 5.87
26.000, 26.016, 5.64
26.000, 26.013, 6.31
26.000, 26.012, 6.29
26.000, 26.012, 6.17
26.000, 26.011, 6.38
26.000, 26.016, 5.35
26.000, 26.006, 7.40
26.000, 26.006, 6.57
26.000, 26.001, 7.48
26.000, 26.008, 5.87
26.000, 26.006, 6.67
26.000, 26.013, 5.41
26.000, 26.005, 7.35
26.000, 26.012, 5.51
26.000, 26.012, 6.08
26.000, 26.015, 5.62
26.000, 26.013, 6.07
26.000, 26.013, 5.94
26.000, 26.009, 6.61
26.000, 26.011, 6.02
26.000, 26.008, 6.59
26.000, 26.013, 5.44
26.000, 26.017, 5.21
26.000, 26.017, 5.55
26.000, 26.015, 5.99
26.000, 26.016, 5.51
26.000, 26.009, 6.76
26.000, 26.020, 4.34
26.000, 26.008, 7.31
26.000, 26.012, 5.57
26.000, 26.006, 6.82
26.000, 26.002, 7.03
26.000, 26.005, 6.22
26.000, 26.015, 4.85
26.000, 26.013, 5.89
26.000, 26.011, 6.22
26.000, 26.009, 6.20
26.000, 26.012, 5.62
26.000, 26.006, 6.76
26.000, 26.009, 5.83
26.000, 26.008, 6.28
26.000, 26.011, 5.70
26.000, 26.012, 5.70
26.000, 26.012, 5.81
26.000, 26.006, 6.71
26.000, 26.006, 6.23
26.000, 26.008, 6.00
26.000, 26.009, 5.88
26.000, 26.000, 7.59
26.000, 26.002, 6.31
26.000, 26.011, 5.18
26.000, 26.008, 6.33
26.000, 26.005, 6.54
26.000, 26.009, 5.62
26.000, 26.004, 6.87
26.000, 26.011, 5.26
26.000, 26.012, 5.61
26.000, 26.009, 6.17
26.000, 26.009, 5.93
26.000, 26.005, 6.61
26.000, 26.004, 6.48
26.000, 26.002, 6.59
26.000, 26.005, 6.01
26.000, 26.005, 6.24
26.000, 26.012, 5.10
26.000, 26.013, 5.45
26.000, 26.009, 6.24
26.000, 26.001, 7.24
26.000, 26.016, 4.03
26.000, 26.013, 5.77
26.000, 26.008, 6.43
26.000, 26.005, 6.41
26.000, 26.009, 5.49
26.000, 26.013, 5.15
26.000, 26.012, 5.72
26.000, 26.009, 6.05
26.000, 26.017, 4.44
26.000, 26.015, 5.58
26.000, 26.011, 6.02
26.000, 26.005, 6.57
26.000, 26.001, 6.78
26.000, 26.011, 4.83
26.000, 26.008, 6.10
26.000, 26.011, 5.40
26.000, 26.008, 6.08
26.000, 26.004, 6.52
26.000, 26.005, 5.94
26.000, 26.001, 6.74
26.000, 26.006, 5.47
26.000, 26.004, 6.39
26.000, 26.004, 6.16
26.000, 26.009, 5.24
26.000, 25.998, 7.53
26.000, 26.004, 5.68
26.000, 26.004, 6.14
26.000, 26.011, 5.00
26.000, 26.011, 5.58
26.000, 26.017, 4.43
26.000, 26.005, 7.05
26.000, 26.009, 5.31
26.000, 26.009, 5.65
26.000, 26.013, 4.96
26.000, 26.005, 6.67
26.000, 26.000, 6.87
26.000, 25.997, 6.86
26.000, 26.004, 5.49
26.000, 26.006, 5.62
26.000, 26.001, 6.76
26.000, 26.011, 4.69
26.000, 26.005, 6.42
26.000, 25.995, 7.54
26.000, 26.006, 4.90
26.000, 25.997, 7.42
26.000, 26.011, 4.33
26.000, 25.998, 7.54
26.000, 26.006, 5.12
26.000, 25.998, 7.19
26.000, 26.002, 5.80
26.000, 26.005, 5.70
26.000, 26.015, 4.33
26.000, 26.009, 6.05
26.000, 26.004, 6.49
26.000, 26.005, 5.79
26.000, 26.001, 6.58
26.000, 26.002, 6.00
26.000, 25.998, 6.80
26.000, 26.000, 6.22
26.000, 26.004, 5.66
26.000, 26.001, 6.46
26.000, 26.009, 4.86
26.000, 26.001, 6.92
26.000, 26.001, 6.22
26.000, 26.005, 5.53
26.000, 26.009, 5.20
26.000, 26.008, 5.77
26.000, 26.008, 5.64
26.000, 26.006, 5.87
26.000, 26.005, 5.97
26.000, 26.008, 5.39
26.000, 26.011, 5.17
26.000, 26.001, 6.99
26.000, 26.000, 6.39
26.000, 26.005, 5.37
26.000, 26.004, 6.06
26.000, 26.005, 5.71
26.000, 26.009, 5.14
26.000, 26.004, 6.39
26.000, 25.998, 6.83
26.000, 26.000, 6.14
26.000, 26.008, 4.89
26.000, 26.002, 6.50
26.000, 25.997, 6.94
26.000, 26.000, 6.02
26.000, 25.998, 6.48
26.000, 26.011, 4.31
26.000, 26.000, 7.18
26.000, 25.995, 6.93
26.000, 26.004, 5.21
26.000, 26.006, 5.46
26.000, 26.005, 5.91
26.000, 26.008, 5.34
26.000, 26.002, 6.48
26.000, 26.004, 5.78
26.000, 26.011, 4.75
26.000, 26.006, 6.01
26.000, 26.002, 6.34
26.000, 26.004, 5.76
26.000, 26.006, 5.42
26.000, 26.004, 6.10
26.000, 26.002, 6.09
26.000, 26.000, 6.43
26.000, 26.005, 5.28
26.000, 26.009, 5.06
26.000, 26.004, 6.32
26.000, 26.001, 6.30
26.000, 26.000, 6.29
26.000, 26.006, 5.04
26.000, 26.001, 6.53
26.000, 25.998, 6.52
26.000, 25.997, 6.51
26.000, 25.997, 6.40
26.000, 26.001, 5.72
26.000, 26.004, 5.61
26.000, 26.009, 4.93
26.000, 26.006, 5.85
26.000, 26.009, 5.15
26.000, 26.004, 6.29
26.000, 26.001, 6.27
26.000, 26.000, 6.27
26.000, 25.998, 6.38
26.000, 26.002, 5.58
26.000, 26.001, 6.16
26.000, 26.004, 5.58
26.000, 26.011, 4.68
26.000, 26.009, 5.48
26.000, 26.005, 6.04
26.000, 26.005, 5.68
26.000, 26.008, 5.22
26.000, 26.004, 6.13
26.000, 26.004, 5.78
26.000, 26.006, 5.32
26.000, 26.004, 6.00
26.000, 26.004, 5.77
26.000, 25.989, 8.27
26.000, 26.001, 4.94
26.000, 25.998, 6.45
26.000, 26.002, 5.53
26.000, 25.997, 6.79
26.000, 26.004, 5.19
26.000, 26.009, 4.86
26.000, 26.006, 5.78
26.000, 26.008, 5.31
26.000, 26.005, 5.88
26.000, 26.012, 4.50
26.000, 25.998, 7.35
26.000, 26.008, 4.59
26.000, 26.000, 6.77
26.000, 25.993, 7.20
26.000, 25.993, 6.62
26.000, 26.000, 5.49
26.000, 26.001, 5.85
26.000, 26.002, 5.74
26.000, 25.995, 6.99
26.000, 25.997, 6.18
26.000, 26.001, 5.62
26.000, 26.005, 5.29
26.000, 26.000, 6.55
26.000, 25.998, 6.31
26.000, 26.005, 5.05
26.000, 26.006, 5.40
26.000, 25.997, 7.11
26.000, 25.995, 6.52
26.000, 25.995, 6.41
26.000, 26.001, 5.50
26.000, 25.994, 7.11
26.000, 26.006, 4.48
26.000, 26.002, 6.21
26.000, 26.000, 6.31
26.000, 26.006, 4.94
26.000, 26.004, 5.97
26.000, 25.995, 7.10
26.000, 25.993, 6.86
26.000, 26.000, 5.49
26.000, 26.004, 5.40
26.000, 25.998, 6.66
26.000, 26.005, 5.05
26.000, 25.994, 7.45
26.000, 26.002, 5.15
26.000, 26.002, 5.86
26.000, 26.011, 4.49
26.000, 26.011, 5.18
26.000, 26.005, 6.08
26.000, 25.997, 6.98
26.000, 26.005, 4.91
26.000, 25.998, 6.75
26.000, 26.001, 5.71
26.000, 26.000, 6.17
26.000, 25.993, 7.19
26.000, 26.001, 5.24
26.000, 26.005, 5.26
26.000, 26.006, 5.38
26.000, 26.006, 5.50
26.000, 26.001, 6.40
26.000, 25.997, 6.61
26.000, 25.987, 7.86
26.000, 26.001, 4.77
26.000, 25.994, 7.08
26.000, 26.008, 4.22
26.000, 26.002, 6.30
26.000, 26.008, 4.92
26.000, 26.002, 6.29
26.000, 25.998, 6.50
26.000, 26.001, 5.70
26.000, 26.008, 4.79
26.000, 26.008, 5.37
26.000, 26.004, 6.05
26.000, 25.997, 6.83
26.000, 26.001, 5.57
26.000, 25.993, 7.29
26.000, 26.004, 4.77
26.000, 25.991, 7.75
26.000, 26.002, 4.88
26.000, 25.995, 6.96
26.000, 25.995, 6.37
26.000, 25.998, 5.92
26.000, 25.995, 6.61
26.000, 26.000, 5.70
26.000, 25.995, 6.73
26.000, 25.998, 5.93
26.000, 26.002, 5.48
26.000, 26.000, 6.29
26.000, 25.994, 6.97
26.000, 25.997, 6.05
26.000, 25.991, 7.20
26.000, 25.993, 6.51
26.000, 26.000, 5.49
26.000, 25.995, 6.76
26.000, 26.001, 5.50
26.000, 26.000, 6.20
26.000, 25.998, 6.31
26.000, 25.998, 6.19
26.000, 26.001, 5.74
26.000, 25.998, 6.43
26.000, 26.002, 5.51
26.000, 26.000, 6.32
26.000, 26.005, 5.17
26.000, 26.000, 6.55
26.000, 26.002, 5.62
26.000, 25.998, 6.54
26.000, 26.008, 4.60
26.000, 26.005, 5.87
26.000, 26.001, 6.31
26.000, 26.012, 4.14
26.000, 26.006, 5.97
26.000, 26.005, 5.73
26.000, 25.997, 6.97
26.000, 25.998, 6.04
26.000, 26.006, 4.80
26.000, 26.005, 5.72
26.000, 26.004, 5.83
26.000, 25.997, 6.85
26.000, 26.000, 5.81
26.000, 26.001, 5.81
26.000, 26.001, 5.93
26.000, 25.995, 6.84
26.000, 25.993, 6.83
26.000, 25.990, 7.06
26.000, 26.001, 5.01
26.000, 25.990, 7.77
26.000, 25.994, 6.16
26.000, 25.990, 7.20
26.000, 25.991, 6.63
26.000, 25.991, 6.75
26.000, 26.004, 4.71
26.000, 25.993, 7.58
26.000, 25.998, 5.74
26.000, 26.001, 5.76
26.000, 26.004, 5.53
26.000, 26.004, 5.77
26.000, 26.000, 6.45
26.000, 26.004, 5.41
26.000, 26.009, 4.85
26.000, 26.002, 6.45
26.000, 26.004, 5.63
26.000, 25.994, 7.34
26.000, 25.998, 5.84
26.000, 25.994, 6.88
26.000, 26.000, 5.62
26.000, 25.998, 6.32
26.000, 25.995, 6.66
26.000, 25.993, 6.88
26.000, 25.997, 5.97
26.000, 26.001, 5.64
26.000, 26.000, 6.22
26.000, 25.998, 6.33
26.000, 26.005, 5.08
26.000, 25.998, 6.80
26.000, 26.000, 5.99
26.000, 26.001, 5.88
26.000, 26.002, 5.77
26.000, 26.001, 6.11
26.000, 26.004, 5.53
26.000, 26.000, 6.45
26.000, 25.997, 6.55
26.000, 26.001, 5.64
26.000, 26.002, 5.76
26.000, 26.001, 6.10
26.000, 26.000, 6.21
26.000, 25.997, 6.55
26.000, 25.998, 6.09
26.000, 25.998, 6.21
26.000, 26.002, 5.53
26.000, 25.994, 7.25
26.000, 26.001, 5.41
26.000, 25.997, 6.68
26.000, 26.001, 5.65
26.000, 26.004, 5.54
26.000, 26.002, 6.00
26.000, 26.008, 4.97
26.000, 26.004, 6.12
26.000, 26.004, 5.76
26.000, 26.000, 6.44
26.000, 26.004, 5.41
26.000, 25.997, 6.89
26.000, 26.000, 5.86
26.000, 25.998, 6.32
26.000, 26.002, 5.52
26.000, 26.001, 6.10
26.000, 25.993, 7.35
26.000, 26.005, 4.60
26.000, 25.994, 7.47
26.000, 26.000, 5.63
26.000, 25.995, 6.78
26.000, 26.001, 5.52
26.000, 26.004, 5.53
26.000, 25.998, 6.68
26.000, 25.993, 7.12
26.000, 26.005, 4.61
26.000, 26.005, 5.66
26.000, 26.005, 5.65
26.000, 26.004, 5.88
26.000, 26.009, 4.85
26.000, 26.000, 6.90
26.000, 26.004, 5.40
26.000, 25.994, 7.34
26.000, 25.993, 6.75
26.000, 25.995, 6.19
26.000, 26.001, 5.51
26.000, 26.002, 5.75
26.000, 25.990, 7.92
26.000, 26.001, 5.05
26.000, 26.002, 5.76
26.000, 25.997, 6.79
26.000, 25.990, 7.46
26.000, 25.998, 5.52
26.000, 26.000, 5.99
27.000, 25.997, 86.53
27.000, 26.000, 86.69
27.000, 26.011, 85.95
27.000, 26.031, 84.32
27.000, 26.074, 79.83
27.000, 26.143, 72.87
27.000, 26.224, 66.01
27.000, 26.314, 58.78
27.000, 26.401, 52.63
27.000, 26.509, 42.76
27.000, 26.587, 39.34
27.000, 26.679, 31.33
27.000, 26.773, 23.85
27.000, 26.853, 18.81
27.000, 26.917, 15.25
27.000, 26.984, 9.78
27.000, 27.039, 6.31
27.000, 27.080, 4.36
27.000, 27.107, 3.14
27.000, 27.131, 1.52
27.000, 27.142, 1.58
27.000, 27.155, 0.35
27.000, 27.153, 1.50
27.000, 27.145, 2.62
27.000, 27.138, 2.93
27.000, 27.118, 5.42
27.000, 27.105, 5.95
27.000, 27.089, 7.20
27.000, 27.060, 10.62
27.000, 27.043, 10.84
27.000, 27.030, 11.67
27.000, 27.018, 12.30
27.000, 26.998, 14.76
27.000, 26.984, 15.28
27.000, 26.968, 16.63
27.000, 26.964, 16.05
27.000, 26.971, 14.59
27.000, 26.961, 16.79
27.000, 26.955, 17.15
27.000, 26.955, 16.60
27.000, 26.949, 17.55
27.000, 26.957, 15.76
27.000, 26.956, 16.72
27.000, 26.964, 15.28
27.000, 26.961, 16.46
27.000, 26.975, 13.99
27.000, 26.967, 16.54
27.000, 26.988, 12.45
27.000, 26.985, 14.68
27.000, 26.984, 14.68
27.000, 26.985, 14.35
27.000, 26.993, 13.11
27.000, 27.000, 12.68
27.000, 27.000, 13.27
27.000, 27.000, 13.27
27.000, 27.014, 10.99
27.000, 27.005, 13.75
27.000, 27.018, 10.64
27.000, 27.010, 13.17
27.000, 27.020, 10.86
27.000, 27.017, 12.12
27.000, 27.018, 11.64
27.000, 27.030, 9.92
27.000, 27.014, 13.34
27.000, 27.011, 12.50
27.000, 27.009, 12.71
27.000, 27.016, 11.33
27.000, 27.018, 11.44
27.000, 27.002, 14.40
27.000, 27.007, 12.08
27.000, 27.016, 11.17
27.000, 27.003, 13.91
27.000, 27.011, 11.49
27.000, 27.013, 11.95
27.000, 27.016, 11.61
27.000, 27.023, 10.69
27.000, 27.013, 12.85
27.000, 27.014, 11.79
27.000, 27.017, 11.44
27.000, 27.017, 11.66
27.000, 27.018, 11.42
27.000, 27.018, 11.52
27.000, 27.020, 11.28
27.000, 27.018, 11.60
27.000, 27.016, 11.93
27.000, 27.025, 10.09
27.000, 27.020, 11.80
27.000, 27.020, 11.31
27.000, 27.018, 11.52
27.000, 27.021, 10.93
27.000, 27.021, 11.15
27.000, 27.027, 10.22
27.000, 27.024, 11.12
27.000, 27.030, 9.96
27.000, 27.024, 11.31
27.000, 27.028, 10.14
27.000, 27.024, 11.15
27.000, 27.023, 11.01
27.000, 27.024, 10.64
27.000, 27.025, 10.51
27.000, 27.021, 11.29
27.000, 27.028, 9.78
27.000, 27.025, 10.80
27.000, 27.024, 10.77
27.000, 27.023, 10.86
27.000, 27.028, 9.81
27.000, 27.023, 11.17
27.000, 27.030, 9.54
27.000, 27.018, 11.93
27.000, 27.025, 9.84
27.000, 27.027, 10.17
27.000, 27.021, 11.18
27.000, 27.021, 10.69
27.000, 27.024, 10.22
27.000, 27.021, 10.89
27.000, 27.021, 10.64
27.000, 27.023, 10.39
27.000, 27.025, 10.03
27.000, 27.021, 10.93
27.000, 27.024, 10.10
27.000, 27.021, 10.77
27.000, 27.028, 9.38
27.000, 27.032, 9.26
27.000, 27.030, 10.04
27.000, 27.028, 10.01
27.000, 27.030, 9.64
27.000, 27.025, 10.42
27.000, 27.038, 7.99
27.000, 27.025, 11.07
27.000, 27.035, 8.40
27.000, 27.030, 10.10
27.000, 27.031, 9.38
27.000, 27.028, 9.92
27.000, 27.036, 8.30
27.000, 27.036, 8.97
27.000, 27.036, 8.94
27.000, 27.034, 9.36
27.000, 27.038, 8.42
27.000, 27.028, 10.33
27.000, 27.031, 9.03
27.000, 27.028, 9.70
27.000, 27.038, 7.84
27.000, 27.020, 11.59
27.000, 27.023, 9.60
27.000, 27.027, 9.13
27.000, 27.020, 10.60
27.000, 27.021, 9.77
27.000, 27.030, 8.50
27.000, 27.023, 10.32
27.000, 27.036, 7.43
27.000, 27.028, 9.94
27.000, 27.034, 8.30
27.000, 27.023, 10.57
27.000, 27.023, 9.61
27.000, 27.030, 8.45
27.000, 27.025, 9.70
27.000, 27.031, 8.41
27.000, 27.025, 9.77
27.000, 27.018, 10.41
27.000, 27.032, 7.53
27.000, 27.028, 9.36
27.000, 27.028, 8.99
27.000, 27.021, 10.10
27.000, 27.025, 8.82
27.000, 27.021, 9.83
27.000, 27.027, 8.55
27.000, 27.031, 8.31
27.000, 27.035, 7.95
27.000, 27.035, 8.28
27.000, 27.030, 9.16
27.000, 27.030, 8.66
27.000, 27.028, 8.87
27.000, 27.031, 8.27
27.000, 27.030, 8.71
27.000, 27.038, 7.20
27.000, 27.034, 8.55
27.000, 27.032, 8.40
27.000, 27.031, 8.48
27.000, 27.030, 8.57
27.000, 27.030, 8.42
27.000, 27.025, 9.08
27.000, 27.027, 8.48
27.000, 27.024, 9.03
27.000, 27.018, 9.69
27.000, 27.023, 8.52
27.000, 27.021, 9.08
27.000, 27.017, 9.63
27.000, 27.027, 7.67
27.000, 27.024, 8.92
27.000, 27.018, 9.58
27.000, 27.025, 7.96
27.000, 27.034, 7.15
27.000, 27.031, 8.28
27.000, 27.028, 8.48
27.000, 27.027, 8.45
27.000, 27.032, 7.40
27.000, 27.027, 8.75
27.000, 27.030, 7.80
27.000, 27.032, 7.56
27.000, 27.025, 8.90
27.000, 27.030, 7.61
27.000, 27.020, 9.53
27.000, 27.020, 8.70
27.000, 27.020, 8.68
27.000, 27.025, 7.75
27.000, 27.027, 7.97
27.000, 27.020, 9.21
27.000, 27.025, 7.69
27.000, 27.016, 9.73
27.000, 27.023, 7.76
27.000, 27.020, 8.78
27.000, 27.023, 8.08
27.000, 27.018, 8.98
27.000, 27.018, 8.61
27.000, 27.018, 8.59
27.000, 27.017, 8.80
27.000, 27.018, 8.45
27.000, 27.021, 8.09
27.000, 27.028, 7.17
27.000, 27.028, 7.73
27.000, 27.028, 7.71
27.000, 27.024, 8.37
27.000, 27.025, 7.77
27.000, 27.018, 9.00
27.000, 27.023, 7.72
27.000, 27.016, 9.19
27.000, 27.025, 7.00
27.000, 27.027, 7.57
27.000, 27.017, 9.26
27.000, 27.025, 7.05
27.000, 27.018, 8.87
27.000, 27.023, 7.59
27.000, 27.023, 7.92
27.000, 27.025, 7.45
27.000, 27.024, 7.89
27.000, 27.027, 7.30
27.000, 27.025, 7.74
27.000, 27.014, 9.42
27.000, 27.024, 6.88
27.000, 27.023, 7.90
27.000, 27.023, 7.77
27.000, 27.021, 7.98
27.000, 27.013, 9.21
27.000, 27.010, 8.95
27.000, 27.016, 7.79
27.000, 27.010, 9.16
27.000, 27.009, 8.91
27.000, 27.006, 9.24
27.000, 27.021, 6.50
27.000, 27.021, 7.77
27.000, 27.020, 7.98
27.000, 27.021, 7.62
27.000, 27.018, 8.17
27.000, 27.028, 6.33
27.000, 27.017, 8.95
27.000, 27.020, 7.54
27.000, 27.016, 8.44
27.000, 27.021, 7.16
27.000, 27.021, 7.61
27.000, 27.020, 7.82
27.000, 27.005, 10.20
27.000, 27.020, 6.40
27.000, 27.007, 9.72
27.000, 27.014, 7.52
27.000, 27.018, 7.41
27.000, 27.020, 7.52
27.000, 27.016, 8.30
27.000, 27.018, 7.48
27.000, 27.016, 8.16
27.000, 27.023, 6.77
27.000, 27.017, 8.25
27.000, 27.017, 7.77
27.000, 27.020, 7.30
27.000, 27.011, 8.88
27.000, 27.021, 6.57
27.000, 27.017, 8.06
27.000, 27.021, 7.01
27.000, 27.024, 6.89
27.000, 27.013, 8.92
27.000, 27.014, 7.75
27.000, 27.018, 7.17
27.000, 27.013, 8.42
27.000, 27.013, 7.94
27.000, 27.013, 7.93
27.000, 27.010, 8.37
27.000, 27.016, 7.22
27.000, 27.021, 6.76
27.000, 27.018, 7.67
27.000, 27.020, 7.19
27.000, 27.018, 7.52
27.000, 27.013, 8.30
27.000, 27.016, 7.36
27.000, 27.013, 8.04
27.000, 27.014, 7.56
27.000, 27.024, 6.08
27.000, 27.018, 7.79
27.000, 27.013, 8.21
27.000, 27.016, 7.28
27.000, 27.007, 8.87
27.000, 27.007, 8.16
27.000, 27.006, 8.38
27.000, 27.006, 8.26
27.000, 27.011, 7.34
27.000, 27.013, 7.57
27.000, 27.010, 8.13
27.000, 27.017, 6.75
27.000, 27.011, 8.23
27.000, 27.013, 7.53
27.000, 27.013, 7.63
27.000, 27.006, 8.76
27.000, 27.011, 7.26
27.000, 27.014, 7.26
27.000, 27.021, 6.35
27.000, 27.010, 8.74
27.000, 27.013, 7.34
27.000, 27.010, 8.01
27.000, 27.013, 7.32
27.000, 27.024, 5.72
27.000, 27.010, 8.91
27.000, 27.011, 7.50
27.000, 27.023, 5.79
27.000, 27.014, 8.08
27.000, 27.009, 8.27
27.000, 27.017, 6.43
27.000, 27.010, 8.26
27.000, 27.018, 6.30
27.000, 27.017, 7.21
27.000, 27.010, 8.22
27.000, 27.007, 8.08
27.000, 27.018, 6.02
27.000, 27.002, 9.67
27.000, 27.014, 6.21
27.000, 27.017, 6.80
27.000, 27.010, 8.16
27.000, 27.006, 8.25
27.000, 27.016, 6.30
27.000, 27.010, 8.02
27.000, 27.013, 7.08
27.000, 27.010, 7.76
27.000, 27.009, 7.75
27.000, 27.011, 7.17
27.000, 27.009, 7.85
27.000, 27.006, 8.06
27.000, 27.006, 7.82
27.000, 27.005, 8.04
27.000, 27.009, 7.24
27.000, 27.011, 7.13
27.000, 27.002, 8.95
27.000, 27.007, 7.21
27.000, 27.002, 8.59
27.000, 27.017, 5.61
27.000, 27.007, 8.48
27.000, 27.014, 6.52
27.000, 27.013, 7.32
27.000, 27.007, 8.10
27.000, 27.007, 7.63
27.000, 27.007, 7.62
27.000, 27.007, 7.61
27.000, 27.002, 8.52
27.000, 27.010, 6.68
27.000, 27.006, 8.06
27.000, 27.007, 7.48
27.000, 27.002, 8.50
27.000, 27.010, 6.66
27.000, 27.005, 8.27
27.000, 27.013, 6.43
27.000, 27.007, 8.03
27.000, 27.003, 8.24
27.000, 27.007, 7.20
27.000, 27.014, 6.41
27.000, 27.014, 6.98
27.000, 27.013, 7.20
27.000, 27.013, 7.07
27.000, 27.009, 7.74
27.000, 27.005, 8.07
27.000, 27.007, 7.26
27.000, 27.007, 7.48
27.000, 27.009, 7.25
27.000, 27.006, 7.81
27.000, 27.006, 7.58
27.000, 27.005, 7.80
27.000, 27.006, 7.45
27.000, 27.003, 8.02
27.000, 27.005, 7.55
27.000, 27.007, 7.21
27.000, 27.006, 7.67
27.000, 27.011, 6.63
27.000, 27.002, 8.69
27.000, 27.007, 6.95
27.000, 27.007, 7.42
27.000, 27.006, 7.64
27.000, 27.011, 6.60
27.000, 27.010, 7.29
27.000, 27.009, 7.39
27.000, 27.009, 7.27
27.000, 27.005, 7.94
27.000, 27.003, 7.82
27.000, 27.002, 7.92
27.000, 27.014, 5.76
27.000, 27.000, 9.08
27.000, 27.005, 7.22
27.000, 27.002, 8.02
27.000, 27.006, 7.11
27.000, 27.005, 7.68
27.000, 26.996, 8.92
27.000, 27.009, 6.18
27.000, 27.009, 7.22
27.000, 27.003, 8.13
27.000, 27.005, 7.43
27.000, 27.010, 6.63
27.000, 27.013, 6.63
27.000, 27.009, 7.54
27.000, 27.006, 7.64
27.000, 27.007, 7.17
27.000, 27.002, 8.19
27.000, 27.002, 7.72
27.000, 27.000, 7.95
27.000, 27.010, 6.24
27.000, 27.011, 6.82
27.000, 27.009, 7.38
27.000, 27.007, 7.37
27.000, 27.007, 7.25
27.000, 27.002, 8.15
27.000, 27.009, 6.54
27.000, 27.013, 6.44
27.000, 26.996, 9.51
27.000, 27.007, 6.29
27.000, 27.009, 6.99
27.000, 27.006, 7.56
27.000, 27.005, 7.54
27.000, 27.009, 6.74
27.000, 26.999, 8.68
27.000, 27.000, 7.63
27.000, 26.996, 8.43
27.000, 27.005, 6.72
27.000, 26.993, 9.24
27.000, 26.998, 7.62
27.000, 26.996, 8.20
27.000, 26.992, 8.77
27.000, 27.000, 7.06
27.000, 27.006, 6.85
27.000, 27.003, 7.77
27.000, 27.003, 7.54
27.000, 27.005, 7.30
27.000, 27.006, 7.19
27.000, 27.006, 7.30
27.000, 26.998, 8.66
27.000, 27.002, 7.28
27.000, 27.011, 6.04
27.000, 27.002, 8.44
27.000, 27.000, 7.85
27.000, 27.007, 6.59
27.000, 27.003, 7.85
27.000, 27.009, 6.59
27.000, 27.006, 7.50
27.000, 27.007, 7.04
27.000, 27.005, 7.60
27.000, 27.002, 7.82
27.000, 27.009, 6.45
27.000, 27.010, 6.80
27.000, 27.002, 8.27
27.000, 27.009, 6.43
27.000, 27.000, 8.37
27.000, 27.002, 7.44
27.000, 26.996, 8.47
27.000, 27.000, 7.32
27.000, 26.998, 8.13
27.000, 27.003, 6.98
27.000, 26.998, 8.36
27.000, 27.011, 5.62
27.000, 27.000, 8.60
27.000, 27.005, 6.98
27.000, 26.996, 8.70
27.000, 27.006, 6.40
27.000, 26.998, 8.58
27.000, 27.002, 7.20
27.000, 27.011, 5.95
27.000, 27.003, 8.13
27.000, 27.002, 7.65
27.000, 26.998, 8.22
27.000, 26.996, 8.10
27.000, 27.000, 7.30
27.000, 27.003, 7.19
27.000, 27.007, 6.74
27.000, 27.007, 7.09
27.000, 27.005, 7.54
27.000, 26.998, 8.44
27.000, 27.006, 6.49
27.000, 27.007, 6.96
27.000, 27.000, 8.21
27.000, 26.998, 8.08
27.000, 27.002, 7.16
27.000, 27.002, 7.51
27.000, 26.999, 7.97
27.000, 27.007, 6.37
27.000, 27.000, 8.20
27.000, 27.007, 6.48
27.000, 27.005, 7.51
27.000, 27.013, 5.91
27.000, 27.007, 7.51
27.000, 27.007, 7.04
27.000, 27.005, 7.48
27.000, 27.000, 7.93
27.000, 27.000, 7.58
27.000, 27.000, 7.58
27.000, 27.006, 6.67
27.000, 27.009, 6.67
27.000, 26.996, 8.95
27.000, 27.003, 6.76
27.000, 26.999, 8.03
27.000, 27.000, 7.45
27.000, 26.995, 8.48
27.000, 26.998, 7.56
27.000, 26.995, 8.25
27.000, 26.991, 8.70
27.000, 27.000, 6.76
27.000, 26.995, 8.50
27.000, 26.996, 7.80
27.000, 27.002, 7.01
27.000, 27.003, 7.25
27.000, 27.000, 7.82
27.000, 27.005, 6.90
27.000, 27.010, 6.34
27.000, 27.002, 8.17
27.000, 26.992, 9.06
27.000, 27.006, 5.97
27.000, 27.007, 6.91
27.000, 27.007, 7.02
27.000, 27.003, 7.69
27.000, 27.005, 7.11
27.000, 27.003, 7.45
27.000, 27.009, 6.42
27.000, 27.006, 7.34
27.000, 27.005, 7.33
27.000, 26.996, 8.57
27.000, 26.999, 7.42
27.000, 27.000, 7.42
27.000, 26.999, 7.77
27.000, 26.998, 7.88
27.000, 27.000, 7.31
27.000, 27.002, 7.32
27.000, 26.996, 8.34
27.000, 26.996, 7.88
27.000, 27.002, 6.97
27.000, 27.005, 6.98
27.000, 27.009, 6.53
27.000, 27.000, 8.24
27.000, 27.000, 7.54
27.000, 26.996, 8.22
27.000, 27.005, 6.50
27.000, 27.000, 7.89
27.000, 27.003, 7.08
27.000, 26.996, 8.45
27.000, 26.995, 8.09
27.000, 27.007, 5.93
27.000, 27.007, 6.98
