set_c,c,output
25.000, 27.192, 0.00
25.000, 27.194, 0.00
25.000, 27.191, 0.00
25.000, 27.177, 0.00
25.000, 27.181, 0.00
25.000, 27.174, 0.00
25.000, 27.177, 0.00
25.000, 27.159, 0.00
25.000, 27.164, 0.00
25.000, 27.146, 0.00
25.000, 27.160, 0.00
25.000, 27.145, 0.00
25.000, 27.145, 0.00
25.000, 27.139, 0.00
25.000, 27.134, 0.00
25.000, 27.131, 0.00
25.000, 27.125, 0.00
25.000, 27.117, 0.00
25.000, 27.114, 0.00
25.000, 27.113, 0.00
25.000, 27.105, 0.00
25.000, 27.103, 0.00
25.000, 27.103, 0.00
25.000, 27.088, 0.00
25.000, 27.085, 0.00
25.000, 27.082, 0.00
25.000, 27.078, 0.00
25.000, 27.071, 0.00
25.000, 27.064, 0.00
25.000, 27.068, 0.00
25.000, 27.052, 0.00
25.000, 27.052, 0.00
25.000, 27.035, 0.00
25.000, 27.032, 0.00
25.000, 27.032, 0.00
25.000, 27.035, 0.00
25.000, 27.028, 0.00
25.000, 27.027, 0.00
25.000, 27.021, 0.00
25.000, 27.013, 0.00
25.000, 27.016, 0.00
25.000, 26.998, 0.00
25.000, 27.005, 0.00
25.000, 26.993, 0.00
25.000, 26.998, 0.00
25.000, 26.985, 0.00
25.000, 26.992, 0.00
25.000, 26.973, 0.00
25.000, 26.981, 0.00
25.000, 26.966, 0.00
25.000, 26.966, 0.00
25.000, 26.956, 0.00
25.000, 26.960, 0.00
25.000, 26.952, 0.00
25.000, 26.955, 0.00
25.000, 26.946, 0.00
25.000, 26.937, 0.00
25.000, 26.930, 0.00
25.000, 26.928, 0.00
25.000, 26.925, 0.00
25.000, 26.925, 0.00
25.000, 26.918, 0.00
25.000, 26.916, 0.00
25.000, 26.913, 0.00
25.000, 26.902, 0.00
25.000, 26.906, 0.00
25.000, 26.888, 0.00
25.000, 26.881, 0.00
25.000, 26.882, 0.00
25.000, 26.880, 0.00
25.000, 26.871, 0.00
25.000, 26.866, 0.00
25.000, 26.860, 0.00
25.000, 26.860, 0.00
25.000, 26.856, 0.00
25.000, 26.845, 0.00
25.000, 26.848, 0.00
25.000, 26.835, 0.00
25.000, 26.837, 0.00
25.000, 26.831, 0.00
25.000, 26.828, 0.00
25.000, 26.816, 0.00
25.000, 26.823, 0.00
25.000, 26.813, 0.00
25.000, 26.816, 0.00
25.000, 26.806, 0.00
25.000, 26.799, 0.00
25.000, 26.790, 0.00
25.000, 26.783, 0.00
25.000, 26.794, 0.00
25.000, 26.777, 0.00
25.000, 26.778, 0.00
25.000, 26.780, 0.00
25.000, 26.770, 0.00
25.000, 26.773, 0.00
25.000, 26.763, 0.00
25.000, 26.760, 0.00
25.000, 26.748, 0.00
25.000, 26.748, 0.00
25.000, 26.742, 0.00
25.000, 26.751, 0.00
25.000, 26.735, 0.00
25.000, 26.740, 0.00
25.000, 26.731, 0.00
25.000, 26.724, 0.00
25.000, 26.720, 0.00
25.000, 26.726, 0.00
25.000, 26.713, 0.00
25.000, 26.698, 0.00
25.000, 26.697, 0.00
25.000, 26.695, 0.00
25.000, 26.684, 0.00
25.000, 26.687, 0.00
25.000, 26.688, 0.00
25.000, 26.673, 0.00
25.000, 26.680, 0.00
25.000, 26.670, 0.00
25.000, 26.655, 0.00
25.000, 26.654, 0.00
25.000, 26.661, 0.00
25.000, 26.652, 0.00
25.000, 26.647, 0.00
25.000, 26.644, 0.00
25.000, 26.636, 0.00
25.000, 26.641, 0.00
25.000, 26.634, 0.00
25.000, 26.634, 0.00
25.000, 26.615, 0.00
25.000, 26.616, 0.00
25.000, 26.612, 0.00
25.000, 26.609, 0.00
25.000, 26.604, 0.00
25.000, 26.603, 0.00
25.000, 26.593, 0.00
25.000, 26.603, 0.00
25.000, 26.592, 0.00
25.000, 26.593, 0.00
25.000, 26.582, 0.00
25.000, 26.575, 0.00
25.000, 26.578, 0.00
25.000, 26.572, 0.00
25.000, 26.567, 0.00
25.000, 26.562, 0.00
25.000, 26.550, 0.00
25.000, 26.565, 0.00
25.000, 26.556, 0.00
25.000, 26.554, 0.00
25.000, 26.538, 0.00
25.000, 26.538, 0.00
25.000, 26.525, 0.00
25.000, 26.531, 0.00
25.000, 26.524, 0.00
25.000, 26.520, 0.00
25.000, 26.521, 0.00
25.000, 26.521, 0.00
25.000, 26.518, 0.00
25.000, 26.504, 0.00
25.000, 26.504, 0.00
25.000, 26.502, 0.00
25.000, 26.491, 0.00
25.000, 26.495, 0.00
25.000, 26.479, 0.00
25.000, 26.481, 0.00
25.000, 26.474, 0.00
25.000, 26.473, 0.00
25.000, 26.475, 0.00
25.000, 26.473, 0.00
25.000, 26.460, 0.00
25.000, 26.448, 0.00
25.000, 26.449, 0.00
25.000, 26.446, 0.00
25.000, 26.449, 0.00
25.000, 26.441, 0.00
25.000, 26.437, 0.00
25.000, 26.439, 0.00
25.000, 26.420, 0.00
25.000, 26.427, 0.00
25.000, 26.417, 0.00
25.000, 26.415, 0.00
25.000, 26.415, 0.00
25.000, 26.412, 0.00
25.000, 26.408, 0.00
25.000, 26.399, 0.00
25.000, 26.386, 0.00
25.000, 26.392, 0.00
25.000, 26.386, 0.00
25.000, 26.394, 0.00
25.000, 26.384, 0.00
25.000, 26.366, 0.00
25.000, 26.377, 0.00
25.000, 26.366, 0.00
25.000, 26.366, 0.00
25.000, 26.358, 0.00
25.000, 26.359, 0.00
25.000, 26.376, 0.00
25.000, 26.347, 0.00
25.000, 26.347, 0.00
25.000, 26.350, 0.00
25.000, 26.336, 0.00
25.000, 26.332, 0.00
25.000, 26.332, 0.00
25.000, 26.336, 0.00
25.000, 26.321, 0.00
25.000, 26.330, 0.00
25.000, 26.300, 0.00
25.000, 26.305, 0.00
25.000, 26.305, 0.00
25.000, 26.303, 0.00
25.000, 26.305, 0.00
25.000, 26.293, 0.00
25.000, 26.292, 0.00
25.000, 26.293, 0.00
25.000, 26.293, 0.00
25.000, 26.277, 0.00
25.000, 26.274, 0.00
25.000, 26.278, 0.00
25.000, 26.261, 0.00
25.000, 26.263, 0.00
25.000, 26.279, 0.00
25.000, 26.267, 0.00
25.000, 26.259, 0.00
25.000, 26.248, 0.00
25.000, 26.242, 0.00
25.000, 26.239, 0.00
25.000, 26.238, 0.00
25.000, 26.238, 0.00
25.000, 26.239, 0.00
25.000, 26.234, 0.00
25.000, 26.221, 0.00
25.000, 26.221, 0.00
25.000, 26.221, 0.00
25.000, 26.208, 0.00
25.000, 26.208, 0.00
25.000, 26.206, 0.00
25.000, 26.203, 0.00
25.000, 26.208, 0.00
25.000, 26.203, 0.00
25.000, 26.190, 0.00
25.000, 26.188, 0.00
25.000, 26.192, 0.00
25.000, 26.176, 0.00
25.000, 26.188, 0.00
25.000, 26.173, 0.00
25.000, 26.169, 0.00
25.000, 26.169, 0.00
25.000, 26.162, 0.00
25.000, 26.162, 0.00
25.000, 26.152, 0.00
25.000, 26.158, 0.00
25.000, 26.147, 0.00
25.000, 26.140, 0.00
25.000, 26.132, 0.00
25.000, 26.139, 0.00
25.000, 26.133, 0.00
25.000, 26.128, 0.00
25.000, 26.123, 0.00
25.000, 26.126, 0.00
25.000, 26.123, 0.00
25.000, 26.119, 0.00
25.000, 26.106, 0.00
25.000, 26.107, 0.00
25.000, 26.104, 0.00
25.000, 26.101, 0.00
25.000, 26.100, 0.00
25.000, 26.092, 0.00
25.000, 26.077, 0.00
25.000, 26.078, 0.00
25.000, 26.071, 0.00
25.000, 26.074, 0.00
25.000, 26.077, 0.00
25.000, 26.070, 0.00
25.000, 26.061, 0.00
25.000, 26.050, 0.00
25.000, 26.052, 0.00
25.000, 26.052, 0.00
25.000, 26.049, 0.00
25.000, 26.050, 0.00
25.000, 26.044, 0.00
25.000, 26.044, 0.00
25.000, 26.031, 0.00
25.000, 26.033, 0.00
25.000, 26.027, 0.00
25.000, 26.031, 0.00
25.000, 26.027, 0.00
25.000, 26.022, 0.00
25.000, 26.009, 0.00
25.000, 26.022, 0.00
25.000, 26.002, 0.00
25.000, 26.002, 0.00
25.000, 26.004, 0.00
25.000, 26.002, 0.00
25.000, 25.990, 0.00
25.000, 25.982, 0.00
25.000, 25.982, 0.00
25.000, 25.980, 0.00
25.000, 25.969, 0.00
25.000, 25.973, 0.00
25.000, 25.973, 0.00
25.000, 25.968, 0.00
25.000, 25.957, 0.00
25.000, 25.955, 0.00
25.000, 25.953, 0.00
25.000, 25.954, 0.00
25.000, 25.947, 0.00
25.000, 25.943, 0.00
25.000, 25.943, 0.00
25.000, 25.947, 0.00
25.000, 25.935, 0.00
25.000, 25.936, 0.00
25.000, 25.931, 0.00
25.000, 25.921, 0.00
25.000, 25.925, 0.00
25.000, 25.918, 0.00
25.000, 25.905, 0.00
25.000, 25.910, 0.00
25.000, 25.900, 0.00
25.000, 25.900, 0.00
25.000, 25.896, 0.00
25.000, 25.888, 0.00
25.000, 25.891, 0.00
25.000, 25.878, 0.00
25.000, 25.881, 0.00
25.000, 25.881, 0.00
25.000, 25.866, 0.00
25.000, 25.870, 0.00
25.000, 25.866, 0.00
25.000, 25.869, 0.00
25.000, 25.856, 0.00
25.000, 25.866, 0.00
25.000, 25.859, 0.00
25.000, 25.845, 0.00
25.000, 25.855, 0.00
25.000, 25.834, 0.00
25.000, 25.840, 0.00
25.000, 25.829, 0.00
25.000, 25.837, 0.00
25.000, 25.832, 0.00
25.000, 25.839, 0.00
25.000, 25.823, 0.00
25.000, 25.812, 0.00
25.000, 25.821, 0.00
25.000, 25.817, 0.00
25.000, 25.814, 0.00
25.000, 25.801, 0.00
25.000, 25.817, 0.00
25.000, 25.797, 0.00
25.000, 25.793, 0.00
25.000, 25.788, 0.00
25.000, 25.788, 0.00
25.000, 25.792, 0.00
25.000, 25.784, 0.00
25.000, 25.775, 0.00
25.000, 25.777, 0.00
25.000, 25.774, 0.00
25.000, 25.773, 0.00
25.000, 25.771, 0.00
25.000, 25.766, 0.00
25.000, 25.762, 0.00
25.000, 25.763, 0.00
25.000, 25.753, 0.00
25.000, 25.756, 0.00
25.000, 25.762, 0.00
25.000, 25.751, 0.00
25.000, 25.749, 0.00
25.000, 25.741, 0.00
25.000, 25.742, 0.00
25.000, 25.740, 0.00
25.000, 25.731, 0.00
25.000, 25.736, 0.00
25.000, 25.730, 0.00
25.000, 25.730, 0.00
25.000, 25.712, 0.00
25.000, 25.715, 0.00
25.000, 25.716, 0.00
25.000, 25.715, 0.00
25.000, 25.698, 0.00
25.000, 25.701, 0.00
25.000, 25.693, 0.00
25.000, 25.693, 0.00
25.000, 25.692, 0.00
25.000, 25.687, 0.00
25.000, 25.687, 0.00
25.000, 25.685, 0.00
25.000, 25.682, 0.00
25.000, 25.679, 0.00
25.000, 25.672, 0.00
25.000, 25.675, 0.00
25.000, 25.661, 0.00
25.000, 25.665, 0.00
25.000, 25.664, 0.00
25.000, 25.665, 0.00
25.000, 25.641, 0.00
25.000, 25.649, 0.00
25.000, 25.641, 0.00
25.000, 25.652, 0.00
25.000, 25.637, 0.00
25.000, 25.635, 0.00
25.000, 25.630, 0.00
25.000, 25.631, 0.00
25.000, 25.620, 0.00
25.000, 25.626, 0.00
25.000, 25.620, 0.00
25.000, 25.613, 0.00
25.000, 25.605, 0.00
25.000, 25.616, 0.00
25.000, 25.601, 0.00
25.000, 25.606, 0.00
25.000, 25.604, 0.00
25.000, 25.594, 0.00
25.000, 25.590, 0.00
25.000, 25.597, 0.00
25.000, 25.591, 0.00
25.000, 25.597, 0.00
25.000, 25.582, 0.00
25.000, 25.580, 0.00
25.000, 25.580, 0.00
25.000, 25.575, 0.00
25.000, 25.574, 0.00
25.000, 25.568, 0.00
25.000, 25.564, 0.00
25.000, 25.574, 0.00
25.000, 25.556, 0.00
25.000, 25.560, 0.00
25.000, 25.553, 0.00
25.000, 25.545, 0.00
25.000, 25.536, 0.00
25.000, 25.539, 0.00
25.000, 25.532, 0.00
25.000, 25.541, 0.00
25.000, 25.531, 0.00
25.000, 25.535, 0.00
25.000, 25.528, 0.00
25.000, 25.524, 0.00
25.000, 25.523, 0.00
25.000, 25.509, 0.00
25.000, 25.509, 0.00
25.000, 25.508, 0.00
25.000, 25.509, 0.00
25.000, 25.510, 0.00
25.000, 25.504, 0.00
25.000, 25.495, 0.00
25.000, 25.505, 0.00
25.000, 25.499, 0.00
25.000, 25.490, 0.00
25.000, 25.489, 0.00
25.000, 25.479, 0.00
25.000, 25.487, 0.00
25.000, 25.480, 0.00
25.000, 25.473, 0.00
25.000, 25.465, 0.00
25.000, 25.471, 0.00
25.000, 25.461, 0.00
25.000, 25.468, 0.00
25.000, 25.460, 0.00
25.000, 25.458, 0.00
25.000, 25.447, 0.00
25.000, 25.447, 0.00
25.000, 25.450, 0.00
25.000, 25.445, 0.00
25.000, 25.447, 0.00
25.000, 25.436, 0.00
25.000, 25.427, 0.00
25.000, 25.424, 0.00
25.000, 25.417, 0.00
25.000, 25.423, 0.00
25.000, 25.419, 0.00
25.000, 25.415, 0.00
25.000, 25.410, 0.00
25.000, 25.416, 0.00
25.000, 25.409, 0.00
25.000, 25.405, 0.00
25.000, 25.405, 0.00
25.000, 25.408, 0.00
25.000, 25.394, 0.00
25.000, 25.399, 0.00
25.000, 25.401, 0.00
25.000, 25.390, 0.00
25.000, 25.387, 0.00
25.000, 25.380, 0.00
25.000, 25.379, 0.00
25.000, 25.384, 0.00
25.000, 25.368, 0.00
25.000, 25.369, 0.00
25.000, 25.369, 0.00
25.000, 25.358, 0.00
25.000, 25.353, 0.00
25.000, 25.360, 0.00
25.000, 25.360, 0.00
25.000, 25.349, 0.00
25.000, 25.354, 0.00
25.000, 25.341, 0.00
25.000, 25.349, 0.00
25.000, 25.347, 0.00
25.000, 25.341, 0.00
25.000, 25.336, 0.00
25.000, 25.335, 0.00
25.000, 25.336, 0.00
25.000, 25.321, 0.00
25.000, 25.320, 0.00
25.000, 25.321, 0.00
25.000, 25.316, 0.00
25.000, 25.310, 0.00
25.000, 25.305, 0.00
25.000, 25.312, 0.00
25.000, 25.301, 0.00
25.000, 25.312, 0.00
25.000, 25.304, 0.00
25.000, 25.290, 0.00
25.000, 25.297, 0.00
25.000, 25.298, 0.00
25.000, 25.290, 0.00
25.000, 25.291, 0.00
25.000, 25.280, 0.00
25.000, 25.279, 0.00
25.000, 25.268, 0.00
25.000, 25.269, 0.00
25.000, 25.280, 0.00
25.000, 25.264, 0.00
25.000, 25.268, 0.00
25.000, 25.260, 0.00
25.000, 25.253, 0.00
25.000, 25.249, 0.00
25.000, 25.250, 0.00
25.000, 25.252, 0.00
25.000, 25.246, 0.00
25.000, 25.245, 0.00
25.000, 25.246, 0.00
25.000, 25.237, 0.00
25.000, 25.242, 0.00
25.000, 25.235, 0.00
25.000, 25.230, 0.00
25.000, 25.227, 0.00
25.000, 25.224, 0.00
25.000, 25.221, 0.00
25.000, 25.219, 0.00
25.000, 25.221, 0.00
25.000, 25.211, 0.00
25.000, 25.216, 0.00
25.000, 25.212, 0.00
25.000, 25.202, 0.00
25.000, 25.201, 0.00
25.000, 25.200, 0.00
25.000, 25.193, 0.00
25.000, 25.197, 0.00
25.000, 25.187, 0.00
25.000, 25.190, 0.00
25.000, 25.180, 0.00
25.000, 25.174, 0.00
25.000, 25.186, 0.00
25.000, 25.168, 0.00
25.000, 25.174, 0.00
25.000, 25.160, 0.00
25.000, 25.168, 0.00
25.000, 25.161, 0.00
25.000, 25.160, 0.00
25.000, 25.161, 0.00
25.000, 25.156, 0.00
25.000, 25.149, 0.00
25.000, 25.149, 0.00
25.000, 25.154, 0.00
25.000, 25.139, 0.00
25.000, 25.134, 0.00
25.000, 25.145, 0.00
25.000, 25.138, 0.00
25.000, 25.135, 0.00
25.000, 25.130, 0.00
25.000, 25.130, 0.00
25.000, 25.131, 0.00
25.000, 25.122, 0.00
25.000, 25.116, 0.00
25.000, 25.113, 0.00
25.000, 25.116, 0.00
25.000, 25.119, 0.00
25.000, 25.111, 0.00
25.000, 25.098, 0.00
25.000, 25.097, 0.00
25.000, 25.097, 0.00
25.000, 25.104, 0.00
25.000, 25.092, 0.00
25.000, 25.092, 0.00
25.000, 25.082, 0.00
25.000, 25.090, 0.00
25.000, 25.075, 0.00
25.000, 25.081, 0.00
25.000, 25.078, 0.00
25.000, 25.075, 0.00
25.000, 25.072, 0.00
25.000, 25.067, 0.00
25.000, 25.066, 0.00
25.000, 25.068, 0.00
25.000, 25.060, 0.00
25.000, 25.063, 0.00
25.000, 25.061, 0.00
25.000, 25.056, 0.00
25.000, 25.055, 0.00
25.000, 25.045, 0.00
25.000, 25.038, 0.00
25.000, 25.051, 0.00
25.000, 25.045, 0.00
25.000, 25.042, 0.00
25.000, 25.041, 0.00
25.000, 25.042, 0.00
25.000, 25.031, 0.00
25.000, 25.034, 0.00
25.000, 25.030, 0.00
25.000, 25.025, 0.00
25.000, 25.023, 0.00
25.000, 25.011, 0.18
25.000, 25.014, 0.00
25.000, 25.010, 0.00
25.000, 25.008, 0.00
25.000, 24.996, 1.38
25.000, 25.008, 0.00
25.000, 25.004, 0.02
25.000, 24.995, 1.26
25.000, 24.995, 0.44
25.000, 24.995, 0.45
25.000, 24.992, 0.91
25.000, 24.989, 1.14
25.000, 24.989, 0.91
25.000, 24.985, 1.60
25.000, 24.986, 1.04
25.000, 24.981, 2.08
25.000, 24.984, 1.17
25.000, 24.985, 1.19
25.000, 24.978, 2.46
25.000, 24.980, 1.66
25.000, 24.981, 1.57
25.000, 24.982, 1.48
25.000, 24.981, 1.84
25.000, 24.980, 1.96
25.000, 24.975, 2.55
25.000, 24.974, 2.45
25.000, 24.973, 2.58
25.000, 24.981, 1.12
25.000, 24.974, 2.98
25.000, 24.978, 1.73
25.000, 24.980, 1.87
25.000, 24.971, 3.37
25.000, 24.989, 0.00
25.000, 24.982, 2.41
25.000, 24.980, 2.29
25.000, 24.975, 2.76
25.000, 24.975, 2.43
25.000, 24.981, 1.54
25.000, 24.977, 2.70
25.000, 24.984, 1.23
25.000, 24.978, 2.75
25.000, 24.978, 2.30
25.000, 24.980, 2.09
25.000, 24.973, 3.36
25.000, 24.977, 2.11
25.000, 24.981, 1.80
25.000, 24.981, 2.17
25.000, 24.975, 3.10
25.000, 24.980, 1.97
25.000, 24.978, 2.56
25.000, 24.980, 2.24
25.000, 24.978, 2.60
25.000, 24.981, 2.05
25.000, 24.981, 2.30
25.000, 24.975, 3.22
25.000, 24.982, 1.64
25.000, 24.984, 2.01
25.000, 24.985, 1.91
25.000, 24.985, 2.04
25.000, 24.981, 2.74
25.000, 24.980, 2.63
25.000, 24.985, 1.62
25.000, 24.981, 2.79
25.000, 24.978, 2.91
25.000, 24.971, 3.83
25.000, 24.981, 1.68
25.000, 24.971, 4.11
25.000, 24.971, 3.31
25.000, 24.981, 1.74
25.000, 24.977, 3.26
25.000, 24.975, 3.16
25.000, 24.974, 3.29
25.000, 24.982, 1.83
25.000, 24.974, 3.91
25.000, 24.980, 2.32
25.000, 24.981, 2.58
25.000, 24.984, 2.26
25.000, 24.989, 1.59
25.000, 24.977, 4.12
25.000, 24.981, 2.40
25.000, 24.980, 3.00
25.000, 24.978, 3.13
25.000, 24.990, 0.98
25.000, 24.985, 2.95
25.000, 24.982, 2.95
25.000, 24.982, 2.73
25.000, 24.977, 3.66
25.000, 24.985, 1.84
25.000, 24.981, 3.24
25.000, 24.990, 1.31
25.000, 24.978, 4.19
25.000, 24.982, 2.47
25.000, 24.981, 3.07
25.000, 24.971, 4.56
25.000, 24.971, 3.77
25.000, 24.984, 1.74
25.000, 24.973, 4.63
25.000, 24.978, 2.81
25.000, 24.981, 2.84
25.000, 24.985, 2.41
25.000, 24.982, 3.23
25.000, 24.980, 3.46
25.000, 24.978, 3.47
25.000, 24.978, 3.37
25.000, 24.977, 3.62
25.000, 24.975, 3.75
25.000, 24.984, 2.29
25.000, 24.978, 3.92
25.000, 24.986, 2.10
25.000, 24.989, 2.36
25.000, 24.981, 3.97
25.000, 24.989, 1.92
25.000, 24.981, 4.00
25.000, 24.995, 1.03
25.000, 24.980, 4.71
25.000, 24.982, 2.99
25.000, 24.974, 4.60
25.000, 24.986, 1.87
25.000, 24.978, 4.30
25.000, 24.982, 2.94
25.000, 24.978, 3.99
25.000, 24.981, 3.20
25.000, 24.978, 3.90
25.000, 24.981, 3.23
25.000, 24.988, 2.35
25.000, 24.985, 3.40
25.000, 24.975, 4.77
25.000, 24.977, 3.74
25.000, 24.974, 4.34
25.000, 24.981, 2.98
25.000, 24.977, 4.27
25.000, 24.982, 3.03
25.000, 24.982, 3.51
25.000, 24.989, 2.39
25.000, 24.984, 3.89
25.000, 24.985, 3.21
25.000, 24.988, 2.89
25.000, 24.981, 4.27
25.000, 24.986, 2.79
25.000, 24.980, 4.41
25.000, 24.988, 2.47
25.000, 24.985, 3.64
25.000, 24.992, 2.28
25.000, 24.989, 3.33
25.000, 24.995, 2.20
25.000, 24.989, 3.58
25.000, 24.989, 3.12
25.000, 24.984, 4.04
25.000, 24.980, 4.27
25.000, 24.989, 2.34
25.000, 24.986, 3.63
25.000, 24.985, 3.63
25.000, 24.992, 2.39
25.000, 24.989, 3.44
25.000, 24.985, 3.89
25.000, 24.992, 2.42
25.000, 24.989, 3.47
25.000, 24.986, 3.70
25.000, 24.989, 3.02
25.000, 24.982, 4.40
25.000, 24.990, 2.46
25.000, 24.984, 4.31
25.000, 24.984, 3.74
25.000, 24.988, 3.07
25.000, 24.988, 3.43
25.000, 24.990, 2.99
25.000, 24.989, 3.46
25.000, 24.986, 3.81
25.000, 24.988, 3.36
25.000, 24.992, 2.80
25.000, 24.989, 3.62
25.000, 24.988, 3.62
25.000, 24.986, 3.74
25.000, 24.989, 3.18
25.000, 24.984, 4.33
25.000, 24.988, 3.19
25.000, 24.985, 4.01
25.000, 24.982, 4.25
25.000, 24.982, 4.03
25.000, 24.984, 3.81
25.000, 24.986, 3.49
25.000, 24.992, 2.83
25.000, 24.988, 3.98
25.000, 24.993, 2.73
25.000, 24.986, 4.35
25.000, 24.984, 4.23
25.000, 24.986, 3.55
25.000, 24.990, 3.11
25.000, 24.990, 3.47
25.000, 24.996, 2.57
25.000, 24.992, 3.73
25.000, 24.989, 3.84
25.000, 24.995, 2.70
25.000, 24.986, 4.54
25.000, 24.985, 4.08
25.000, 24.989, 3.29
25.000, 24.984, 4.56
25.000, 24.995, 2.29
25.000, 24.996, 3.00
25.000, 24.996, 3.12
25.000, 24.993, 3.58
25.000, 24.990, 3.81
25.000, 24.989, 3.81
25.000, 24.997, 2.33
25.000, 24.993, 3.72
25.000, 24.993, 3.38
25.000, 24.996, 2.93
25.000, 24.992, 3.85
25.000, 24.988, 4.19
25.000, 24.999, 2.02
25.000, 24.988, 4.78
25.000, 24.984, 4.54
25.000, 24.986, 3.75
25.000, 24.988, 3.77
25.000, 24.978, 5.49
25.000, 24.996, 1.73
25.000, 24.989, 4.39
25.000, 24.989, 3.81
25.000, 24.992, 3.37
25.000, 24.990, 3.84
25.000, 24.995, 3.05
25.000, 24.993, 3.63
25.000, 24.990, 3.97
25.000, 24.995, 3.06
25.000, 24.993, 3.65
25.000, 24.996, 3.08
25.000, 24.995, 3.55
25.000, 24.992, 3.89
25.000, 24.988, 4.35
25.000, 24.996, 2.64
25.000, 24.996, 3.34
25.000, 24.989, 4.49
25.000, 25.000, 2.09
25.000, 24.996, 3.71
25.000, 24.990, 4.27
25.000, 25.001, 1.99
25.000, 24.988, 5.20
25.000, 24.997, 2.45
25.000, 24.985, 5.32
25.000, 24.988, 3.82
25.000, 24.989, 3.84
25.000, 24.995, 3.06
25.000, 24.993, 3.76
25.000, 24.986, 4.78
25.000, 24.986, 4.21
25.000, 24.986, 4.22
25.000, 24.997, 2.41
25.000, 24.992, 4.26
25.000, 24.992, 3.80
25.000, 24.997, 2.90
25.000, 24.990, 4.51
25.000, 24.992, 3.70
25.000, 25.000, 2.46
25.000, 24.995, 4.07
25.000, 24.992, 4.06
25.000, 24.996, 3.15
25.000, 24.989, 4.65
25.000, 25.001, 2.02
25.000, 24.993, 4.44
25.000, 24.997, 3.06
25.000, 24.992, 4.32
25.000, 24.992, 3.86
25.000, 25.001, 2.28
25.000, 24.996, 4.01
25.000, 24.992, 4.22
25.000, 24.997, 2.97
25.000, 24.993, 4.12
25.000, 24.995, 3.55
25.000, 24.993, 3.90
25.000, 25.001, 2.42
25.000, 24.995, 4.26
25.000, 24.993, 3.91
25.000, 24.996, 3.34
25.000, 24.992, 4.26
25.000, 24.995, 3.46
25.000, 24.996, 3.47
25.000, 24.999, 3.14
25.000, 24.992, 4.51
25.000, 24.990, 4.16
25.000, 24.996, 3.14
25.000, 24.986, 5.21
25.000, 24.996, 2.81
25.000, 24.990, 4.54
25.000, 25.000, 2.49
25.000, 24.995, 4.22
25.000, 25.003, 2.39
25.000, 24.993, 4.68
25.000, 25.000, 2.73
25.000, 24.982, 6.27
25.000, 25.000, 1.81
25.000, 24.997, 3.78
25.000, 24.995, 4.01
25.000, 25.000, 2.87
25.000, 24.999, 3.56
25.000, 24.996, 3.90
25.000, 25.001, 2.76
25.000, 24.996, 4.14
25.000, 25.000, 2.99
25.000, 24.993, 4.48
25.000, 24.986, 5.04
25.000, 24.992, 3.56
25.000, 24.989, 4.49
25.000, 24.990, 4.03
25.000, 24.989, 4.39
25.000, 24.978, 6.10
25.000, 24.990, 3.13
25.000, 24.989, 4.42
25.000, 24.996, 3.18
25.000, 24.992, 4.45
25.000, 24.989, 4.56
25.000, 24.999, 2.74
25.000, 24.990, 4.93
25.000, 24.996, 3.32
25.000, 25.000, 3.11
25.000, 24.997, 3.92
25.000, 24.996, 3.91
25.000, 24.995, 4.03
25.000, 24.995, 3.92
25.000, 25.008, 1.64
25.000, 24.999, 4.40
25.000, 24.993, 4.49
25.000, 25.003, 2.44
25.000, 24.997, 4.17
25.000, 25.000, 3.24
25.000, 24.988, 5.53
25.000, 24.993, 3.57
25.000, 24.995, 3.82
25.000, 24.993, 4.17
25.000, 24.999, 3.15
25.000, 25.000, 3.39
25.000, 24.996, 4.19
25.000, 24.996, 3.84
25.000, 24.999, 3.39
25.000, 24.995, 4.31
25.000, 24.988, 5.10
25.000, 25.000, 2.47
25.000, 24.996, 4.21
25.000, 24.992, 4.55
25.000, 24.992, 4.20
25.000, 24.992, 4.21
25.000, 24.996, 3.53
25.000, 25.003, 2.75
25.000, 24.992, 5.16
25.000, 24.997, 3.31
25.000, 25.000, 3.33
25.000, 24.999, 3.79
25.000, 24.993, 4.59
25.000, 25.003, 2.53
25.000, 24.992, 5.17
25.000, 25.000, 2.87
25.000, 24.995, 4.49
25.000, 25.001, 2.88
25.000, 24.985, 6.20
25.000, 25.004, 1.62
25.000, 24.995, 4.85
25.000, 24.997, 3.58
25.000, 24.995, 4.27
25.000, 24.988, 5.18
25.000, 24.989, 4.38
25.000, 24.995, 3.59
25.000, 24.990, 4.75
25.000, 24.995, 3.72
25.000, 24.995, 4.08
25.000, 24.992, 4.54
25.000, 24.996, 3.63
25.000, 25.008, 1.94
25.000, 25.001, 4.12
25.000, 25.003, 3.31
25.000, 25.005, 2.97
25.000, 25.004, 3.42
25.000, 24.995, 4.90
25.000, 24.996, 3.85
25.000, 24.992, 4.66
25.000, 25.003, 2.49
25.000, 24.997, 4.34
25.000, 25.000, 3.41
25.000, 24.992, 5.02
25.000, 24.988, 5.00
25.000, 24.997, 3.07
25.000, 24.989, 5.26
25.000, 24.996, 3.42
25.000, 25.001, 3.10
25.000, 24.992, 5.16
25.000, 24.997, 3.44
25.000, 24.995, 4.37
25.000, 25.001, 3.00
25.000, 25.000, 3.81
25.000, 25.004, 3.01
25.000, 24.999, 4.27
25.000, 24.997, 4.03
25.000, 24.996, 4.14
25.000, 25.001, 3.12
