ambient_c,ambient_rh,crc16
1520279122.28,21.366,77.525,687c
1520279123.90,21.366,77.522,189b
1520279125.51,21.372,77.520,dc97
1520279127.12,21.374,77.494,f712
1520279128.73,21.376,77.488,8a09
1520279130.34,21.370,77.470,9bf4
1520279131.95,21.368,77.459,9946
1520279133.56,21.372,77.441,5120
1520279135.17,21.374,77.412,1e7d
1520279136.78,21.372,77.402,ad87
1520279138.39,21.367,77.394,51d4
1520279140.01,21.372,77.377,e125
1520279141.62,21.370,77.368,ac5d
1520279143.23,21.375,77.361,75ca
1520279144.84,21.371,77.353,0fb6
1520279146.45,21.366,77.335,e9ed
1520279148.06,21.376,77.334,12ef
1520279149.67,21.372,77.314,7be0
1520279151.28,21.379,77.297,23b5
1520279152.89,21.367,77.279,9446
1520279154.50,21.372,77.262,b581
1520279156.11,21.372,77.246,9367
1520279157.72,21.368,77.217,06ec
1520279159.33,21.366,77.188,8ada
1520279160.94,21.363,77.153,0553
1520279162.55,21.366,77.118,3042
1520279164.17,21.363,77.085,24f9
1520279165.78,21.358,77.057,890c
1520279167.39,21.364,77.032,4ffc
1520279169.00,21.362,76.997,4499
1520279170.61,21.358,76.976,cb8f
1520279172.22,21.360,76.944,8d00
1520279173.83,21.352,76.917,e074
1520279175.44,21.358,76.878,1d71
1520279177.05,21.355,76.862,d96e
1520279178.66,21.348,76.835,eb3b
1520279180.27,21.339,76.804,5831
1520279181.88,21.340,76.782,75cd
1520279183.49,21.344,76.749,8ea6
1520279185.10,21.337,76.724,8c73
1520279186.71,21.332,76.696,0f45
1520279188.33,21.335,76.679,1abd
1520279189.94,21.329,76.641,3472
1520279191.55,21.325,76.625,cfe7
1520279193.16,21.325,76.593,2a8b
1520279194.77,21.321,76.561,159a
1520279196.38,21.320,76.529,1f85
1520279197.99,21.303,76.507,963b
1520279199.60,21.312,76.488,75bd
1520279201.21,21.295,76.444,70fe
1520279202.82,21.293,76.417,3fa3
1520279204.43,21.295,76.396,a370
1520279206.04,21.289,76.368,a814
1520279207.65,21.289,76.338,57e1
1520279209.26,21.279,76.327,0d6b
1520279210.87,21.281,76.312,8e13
1520279212.49,21.277,76.306,e539
1520279214.10,21.273,76.285,64ae
1520279215.71,21.268,76.273,29da
1520279217.32,21.265,76.253,19dc
1520279218.93,21.262,76.237,34e6
1520279220.54,21.253,76.216,2832
1520279222.15,21.238,76.186,47dd
1520279223.76,21.237,76.176,8e21
1520279225.37,21.236,76.162,ba47
1520279226.98,21.234,76.144,3345
1520279228.59,21.228,76.117,0647
1520279230.20,21.228,76.103,75f2
1520279231.81,21.224,76.098,5886
1520279233.42,21.225,76.075,edf7
1520279235.03,21.210,76.055,ee6f
1520279236.64,21.213,76.048,c486
1520279238.26,21.213,76.027,9fcf
1520279239.87,21.198,76.008,46dd
1520279241.48,21.194,75.984,6f0c
1520279243.09,21.190,75.964,436e
1520279244.70,21.185,75.941,d634
1520279246.31,21.193,75.925,57fe
1520279247.92,21.183,75.910,b92b
1520279249.53,21.179,75.894,4e1e
1520279251.14,21.185,75.878,257e
1520279252.75,21.175,75.862,2f51
1520279254.36,21.169,75.844,d361
1520279255.97,21.167,75.823,9731
1520279257.58,21.157,75.816,bf83
1520279259.19,21.162,75.789,bd3f
1520279260.80,21.152,75.779,8045
1520279262.42,21.154,75.758,76cd
1520279264.03,21.147,75.741,f783
1520279265.64,21.144,75.724,c5f5
1520279267.25,21.138,75.696,ae61
1520279268.86,21.128,75.685,4610
1520279270.47,21.130,75.665,90e6
1520279272.08,21.124,75.644,02eb
1520279273.69,21.123,75.616,1a44
1520279275.30,21.112,75.593,f08f
1520279276.91,21.107,75.567,03a8
1520279278.52,21.104,75.545,8dfd
1520279280.13,21.096,75.519,91bb
1520279281.74,21.087,75.498,93f3
1520279283.35,21.084,75.470,f981
1520279284.96,21.087,75.450,5796
1520279286.58,21.069,75.432,3014
1520279288.19,21.072,75.415,1b1d
1520279289.80,21.064,75.404,53e5
1520279291.41,21.061,75.398,e5df
1520279293.02,21.060,75.392,0346
1520279294.63,21.056,75.382,9df8
1520279296.24,21.041,75.365,e22b
1520279297.85,21.040,75.350,a00e
1520279299.46,21.036,75.335,6b6d
1520279301.07,21.026,75.326,831c
1520279302.78,21.024,75.312,196d
1520279304.29,21.014,75.296,ca34
1520279305.90,21.016,75.292,0516
1520279307.51,21.013,75.288,dfd3
1520279309.12,21.008,75.285,33f2
1520279310.74,21.001,75.274,6ae4
1520279312.35,21.001,75.274,6ae4
1520279313.96,20.997,75.259,b947
1520279315.57,20.989,75.254,1dd8
1520279317.18,20.989,75.243,5e0e
1520279318.79,20.977,75.233,c1dc
1520279320.40,20.985,75.227,a59b
1520279322.01,20.977,75.216,f71b
1520279323.62,20.969,75.202,f19c
1520279325.23,20.969,75.200,d1de
1520279326.84,20.961,75.188,9ef5
1520279328.45,20.954,75.177,1ade
1520279330.06,20.953,75.156,ab85
1520279331.67,20.946,75.137,b29f
1520279333.28,20.938,75.114,cb24
1520279334.90,20.937,75.110,5262
1520279336.51,20.937,75.095,bc5e
1520279338.12,20.929,75.078,3bce
1520279339.73,20.919,75.058,70e8
1520279341.34,20.929,75.044,af11
1520279342.95,20.917,75.028,776e
1520279344.56,20.906,75.013,3fa6
1520279346.17,20.910,75.006,37da
1520279347.78,20.900,74.988,805e
1520279349.39,20.898,74.968,1012
1520279351.00,20.888,74.954,6fee
1520279352.61,20.883,74.953,c9a6
1520279354.22,20.876,74.941,0a3f
1520279355.83,20.876,74.933,b3ea
1520279357.44,20.875,74.920,78cd
1520279359.06,20.864,74.909,2376
1520279360.67,20.866,74.891,a070
1520279362.28,20.852,74.899,0351
1520279363.89,20.862,74.898,3e34
1520279365.50,20.852,74.893,a21b
1520279367.11,20.849,74.897,df13
1520279368.72,20.843,74.897,4e6f
1520279370.33,20.847,74.891,21c4
1520279371.94,20.836,74.878,659a
1520279373.55,20.840,74.877,a515
1520279375.16,20.844,74.869,7887
1520279376.77,20.837,74.853,f540
1520279378.38,20.819,74.843,9e07
1520279379.99,20.824,74.830,4cd3
1520279381.60,20.821,74.824,77d8
1520279383.22,20.815,74.803,4374
1520279384.83,20.816,74.800,bb62
1520279386.44,20.815,74.794,a53a
1520279388.05,20.820,74.785,e3d0
1520279389.66,20.808,74.770,7bf6
1520279391.27,20.812,74.755,376e
1520279392.88,20.808,74.751,0db5
1520279394.49,20.804,74.742,1f50
1520279396.10,20.803,74.723,62cf
1520279397.71,20.797,74.719,0dd6
1520279399.32,20.785,74.706,ab8d
1520279400.93,20.788,74.696,7041
1520279402.54,20.788,74.688,a2be
1520279404.15,20.776,74.675,6568
1520279405.76,20.778,74.659,5c97
1520279407.38,20.781,74.647,4f35
1520279408.99,20.769,74.648,d377
1520279410.60,20.768,74.647,654b
1520279412.21,20.764,74.636,fd4a
1520279413.82,20.764,74.625,fe18
1520279415.43,20.757,74.618,9fd7
1520279417.04,20.764,74.609,59f6
1520279418.65,20.754,74.602,c5d9
1520279420.26,20.764,74.600,c8df
1520279421.87,20.754,74.610,d6aa
1520279423.49,20.761,74.619,2279
1520279425.10,20.753,74.622,64a3
1520279426.71,20.752,74.622,2370
1520279428.31,20.746,74.622,c73e
1520279429.92,20.749,74.630,0d8f
1520279431.54,20.748,74.633,7a3f
1520279433.15,20.745,74.650,b69e
1520279434.76,20.748,74.678,0790
1520279436.37,20.746,74.699,aaaf
1520279437.98,20.752,74.722,1440
1520279439.59,20.757,74.748,5712
1520279441.20,20.754,74.776,2bfa
1520279442.81,20.754,74.798,e93b
1520279444.42,20.758,74.813,ec7f
1520279446.03,20.756,74.834,64eb
1520279447.65,20.756,74.847,cd1f
1520279449.26,20.758,74.871,669b
1520279450.87,20.770,74.901,1081
1520279452.48,20.769,74.933,d7ba
1520279454.09,20.772,74.959,e1da
1520279455.70,20.776,74.984,4946
1520279457.31,20.777,75.014,80cd
1520279458.92,20.777,75.051,1cac
1520279460.53,20.780,75.081,35bc
1520279462.14,20.776,75.087,4de5
1520279463.75,20.770,75.100,0350
1520279465.36,20.778,75.133,78ba
1520279466.97,20.777,75.161,7ecf
1520279468.58,20.774,75.180,8594
1520279470.19,20.781,75.200,8587
1520279471.81,20.782,75.223,1bf3
1520279473.42,20.785,75.245,168b
1520279475.03,20.791,75.263,f461
1520279476.64,20.789,75.285,4251
1520279478.25,20.786,75.306,1569
1520279479.86,20.791,75.336,6c01
1520279481.47,20.797,75.371,50e9
1520279483.08,20.793,75.399,fd83
1520279484.69,20.796,75.428,fc76
1520279486.30,20.789,75.442,c57b
1520279487.91,20.803,75.477,2ebf
1520279489.52,20.800,75.500,388a
1520279491.13,20.809,75.524,4765
1520279492.74,20.809,75.548,2c4f
1520279494.35,20.809,75.564,8ba1
1520279495.97,20.812,75.584,9522
1520279497.58,20.819,75.592,107a
1520279499.19,20.817,75.606,2d27
1520279500.80,20.819,75.622,95d0
1520279502.41,20.820,75.636,9228
1520279504.02,20.828,75.663,23a2
1520279505.63,20.827,75.678,783a
1520279507.24,20.828,75.697,7318
1520279508.85,20.837,75.725,8a71
1520279510.46,20.839,75.741,fe42
1520279512.07,20.844,75.763,5fad
1520279513.68,20.839,75.783,9b6d
1520279515.29,20.851,75.794,9ce9
1520279516.90,20.849,75.820,d95f
1520279518.51,20.844,75.829,1e12
1520279520.13,20.852,75.844,0ef1
1520279521.74,20.858,75.860,b96b
1520279523.35,20.859,75.882,fdf5
1520279524.96,20.864,75.914,6bbb
1520279526.57,20.860,75.944,9b23
1520279528.18,20.874,75.985,2a21
1520279529.79,20.870,76.013,8f51
1520279531.40,20.872,76.044,8fe5
1520279533.01,20.879,76.078,cd95
1520279534.62,20.872,76.093,895e
1520279536.23,20.882,76.121,da82
1520279537.84,20.879,76.138,3661
1520279539.45,20.886,76.167,79ed
1520279541.06,20.886,76.201,eadd
1520279542.67,20.891,76.220,b0a5
1520279544.29,20.894,76.229,6932
1520279545.90,20.899,76.242,249b
1520279547.51,20.898,76.264,65ec
1520279549.12,20.900,76.268,1723
1520279550.73,20.902,76.279,bb95
1520279552.34,20.904,76.283,8a2a
1520279553.95,20.917,76.286,f9d9
1520279555.56,20.908,76.299,09e6
1520279557.17,20.910,76.305,b03b
1520279558.78,20.917,76.316,7471
1520279560.39,20.918,76.336,cbd1
1520279562.00,20.917,76.350,d873
1520279563.61,20.921,76.378,9296
1520279565.22,20.917,76.398,1c16
1520279566.83,20.927,76.430,da01
1520279568.45,20.933,76.460,c1ba
1520279570.06,20.931,76.501,c3ab
1520279571.67,20.943,76.544,61c7
1520279573.28,20.943,76.582,446c
1520279574.89,20.943,76.618,06ee
1520279576.50,20.945,76.656,ab2f
1520279578.11,20.949,76.684,ec86
1520279579.72,20.953,76.714,1b71
1520279581.33,20.959,76.757,76aa
1520279582.94,20.953,76.790,d25c
1520279584.55,20.963,76.827,7f34
1520279586.16,20.959,76.860,7f2f
1520279587.77,20.965,76.886,0015
1520279589.38,20.971,76.913,3956
1520279590.99,20.976,76.951,12c8
1520279592.61,20.970,76.973,d423
1520279594.22,20.981,76.997,682f
1520279595.83,20.981,77.020,f0f2
1520279597.44,20.992,77.041,6923
1520279599.05,20.989,77.063,128f
1520279600.66,20.993,77.074,2b06
1520279602.27,20.992,77.084,7ceb
1520279603.88,20.993,77.107,b5c2
1520279605.49,21.002,77.107,16b6
1520279607.10,21.001,77.124,88c2
1520279608.71,21.006,77.132,1c2d
1520279610.32,21.008,77.145,6b4c
1520279611.93,21.009,77.159,de22
1520279613.54,21.006,77.174,b02f
1520279615.15,21.009,77.191,1a47
1520279616.77,21.014,77.211,77f9
1520279618.38,21.020,77.228,91aa
1520279619.99,21.026,77.244,7a4b
1520279621.60,21.030,77.253,5275
1520279623.21,21.030,77.260,3745
1520279624.82,21.026,77.273,5fff
1520279626.43,21.032,77.271,9bf3
1520279628.04,21.035,77.278,cdc2
1520279629.65,21.039,77.276,3dbb
1520279631.26,21.036,77.281,84a0
1520279632.87,21.040,77.279,24f6
1520279634.48,21.045,77.300,53c6
1520279636.09,21.048,77.305,5507
1520279637.70,21.049,77.309,d358
1520279639.31,21.043,77.319,7115
1520279640.93,21.049,77.334,57a6
1520279642.54,21.052,77.351,9029
1520279644.15,21.056,77.367,aad1
1520279645.76,21.055,77.392,223f
1520279647.37,21.056,77.405,a5a5
1520279648.98,21.067,77.415,fc03
1520279650.59,21.065,77.419,b229
1520279652.20,21.067,77.423,c996
1520279653.81,21.067,77.439,5bed
1520279655.42,21.076,77.447,8f44
1520279657.03,21.079,77.453,2533
1520279658.64,21.080,77.458,5505
1520279660.25,21.084,77.476,ddc4
1520279661.86,21.079,77.472,5370
1520279663.47,21.091,77.478,9f97
1520279665.09,21.091,77.483,3ec2
1520279666.70,21.089,77.482,db1a
1520279668.31,21.098,77.481,4789
1520279669.92,21.095,77.496,523b
1520279671.53,21.099,77.503,9e81
1520279673.14,21.093,77.507,4f79
1520279674.75,21.098,77.525,dff6
1520279676.36,21.095,77.528,583f
1520279677.97,21.099,77.532,dbf3
1520279679.58,21.106,77.533,bf89
1520279681.19,21.104,77.541,89fa
1520279682.80,21.106,77.527,cc3c
1520279684.41,21.104,77.523,031e
1520279686.02,21.114,77.529,4977
1520279687.63,21.114,77.529,4977
1520279689.25,21.114,77.533,db0c
1520279690.86,21.123,77.545,c801
1520279692.47,21.123,77.558,2a9d
1520279694.08,21.124,77.569,a8f7
1520279695.69,21.126,77.570,8549
1520279697.30,21.122,77.579,1b0d
1520279698.91,21.127,77.575,923f
1520279700.52,21.134,77.591,d2e2
1520279702.13,21.136,77.594,0de1
1520279703.74,21.130,77.602,0e24
1520279705.36,21.134,77.602,0149
1520279706.97,21.136,77.608,2fa5
1520279708.57,21.136,77.624,884b
1520279710.18,21.136,77.633,cb9d
1520279711.79,21.150,77.642,9868
1520279713.41,21.144,77.638,44fb
1520279715.02,21.146,77.647,a325
1520279716.63,21.154,77.638,afd8
1520279718.24,21.155,77.636,09c5
1520279719.85,21.154,77.638,afd8
1520279721.46,21.151,77.654,8c4c
1520279723.07,21.158,77.649,37d9
1520279724.68,21.161,77.648,53b5
1520279726.29,21.161,77.657,916b
1520279727.90,21.161,77.666,d419
1520279729.52,21.165,77.674,c807
1520279731.13,21.169,77.679,081d
1520279732.74,21.169,77.680,890a
1520279734.35,21.167,77.685,47be
1520279735.96,21.173,77.684,b3d1
1520279737.57,21.170,77.686,5be6
1520279739.18,21.187,77.685,34c9
1520279740.79,21.187,77.673,4431
1520279742.40,21.183,77.675,2b9a
1520279744.01,21.189,77.677,9aa4
1520279745.62,21.190,77.671,4848
1520279747.23,21.190,77.664,2bdc
1520279748.84,21.201,77.658,8bc3
1520279750.45,21.191,77.651,69f9
1520279752.06,21.201,77.654,4a4f
1520279753.68,21.199,77.653,5761
1520279755.29,21.202,77.656,a278
1520279756.90,21.203,77.653,b50e
1520279758.51,21.198,77.648,92e8
1520279760.12,21.207,77.645,e994
1520279761.73,21.202,77.639,f931
1520279763.34,21.210,77.633,3cfe
1520279764.95,21.210,77.632,2cdf
1520279766.56,21.221,77.626,35fd
1520279768.17,21.214,77.624,7045
1520279769.78,21.222,77.636,ceb9
1520279771.39,21.228,77.625,5c97
1520279773.00,21.228,77.623,3c51
1520279774.61,21.222,77.631,be5e
1520279776.22,21.233,77.641,8b39
1520279777.84,21.234,77.634,8513
1520279779.45,21.230,77.649,c244
1520279781.06,21.237,77.658,264c
1520279782.67,21.230,77.676,66f8
1520279784.28,21.240,77.683,97c8
1520279785.89,21.240,77.691,84bb
1520279787.50,21.236,77.706,4894
1520279789.11,21.238,77.709,276a
1520279790.72,21.242,77.717,d542
1520279792.33,21.234,77.721,d1b7
1520279793.94,21.245,77.720,37ee
1520279795.55,21.246,77.725,af3e
1520279797.16,21.244,77.729,e114
1520279798.77,21.248,77.723,51e9
1520279800.38,21.248,77.737,225c
1520279802.00,21.246,77.742,757f
1520279803.61,21.252,77.747,c194
1520279805.22,21.252,77.746,d1b5
1520279806.83,21.254,77.745,611d
1520279808.44,21.256,77.755,dd8a
1520279810.05,21.265,77.759,f937
1520279811.66,21.265,77.755,38bb
1520279813.27,21.268,77.752,1e38
1520279814.88,21.269,77.754,392d
1520279816.49,21.262,77.766,9a93
1520279818.10,21.268,77.770,5818
1520279819.71,21.264,77.769,ebb7
1520279821.32,21.270,77.771,bdc0
1520279822.93,21.284,77.776,5a1e
1520279824.54,21.280,77.782,05c9
1520279826.16,21.280,77.790,16ba
1520279827.77,21.288,77.792,2822
1520279829.38,21.285,77.798,df0c
1520279830.99,21.283,77.790,decf
1520279832.60,21.289,77.791,5f92
1520279834.21,21.285,77.795,0ea1
1520279835.82,21.289,77.791,5f92
1520279837.43,21.291,77.785,d9de
1520279839.04,21.291,77.785,d9de
1520279840.65,21.297,77.788,88b8
1520279842.26,21.299,77.788,16a9
1520279843.87,21.301,77.786,4424
1520279845.48,21.305,77.796,7878
1520279847.09,21.307,77.797,e7ff
1520279848.70,21.303,77.785,fbe1
1520279850.32,21.304,77.787,1cbb
1520279851.93,21.307,77.782,846b
1520279853.54,21.312,77.773,27e9
1520279855.15,21.309,77.765,4992
1520279856.76,21.311,77.764,ac4a
1520279858.37,21.321,77.758,15d1
1520279859.98,21.311,77.750,b99d
1520279861.59,21.317,77.740,0a67
1520279863.20,21.317,77.725,f064
1520279864.81,21.319,77.716,0b45
1520279866.42,21.317,77.706,a665
1520279868.03,21.320,77.694,e1d3
1520279869.79,21.321,77.672,e5c9
1520279871.25,21.319,77.668,442c
1520279872.86,21.320,77.655,b49f
1520279874.48,21.324,77.654,abd3
1520279876.09,21.325,77.633,3641
1520279877.70,21.321,77.627,4a99
1520279879.31,21.327,77.623,8ad6
1520279880.92,21.321,77.618,ee25
1520279882.53,21.324,77.614,6717
1520279884.14,21.325,77.603,6312
1520279885.75,21.327,77.584,4caa
1520279887.36,21.328,77.565,a646
1520279888.97,21.325,77.541,d6c4
1520279890.58,21.321,77.518,b775
1520279892.19,21.327,77.502,a5c5
1520279893.80,21.323,77.468,9674
1520279895.41,21.316,77.448,95ec
1520279897.02,21.317,77.415,fc67
1520279898.64,21.321,77.391,1d55
1520279900.25,21.316,77.357,d2a2
1520279901.86,21.308,77.325,1e45
1520279903.47,21.312,77.298,5e7d
1520279905.08,21.307,77.258,b88d
1520279906.69,21.311,77.222,ebb8
1520279908.30,21.301,77.198,247b
1520279909.91,21.309,77.174,d822
1520279911.52,21.304,77.127,41d0
1520279913.13,21.301,77.089,305b
1520279914.74,21.297,77.058,7b74
1520279916.35,21.297,77.028,e2e3
1520279917.96,21.291,76.995,5bbf
1520279919.57,21.300,76.980,d261
1520279921.18,21.295,76.953,7179
1520279922.79,21.277,76.917,01e8
1520279924.41,21.288,76.898,0f08
1520279926.02,21.277,76.859,1bd2
1520279927.63,21.272,76.839,f9ca
1520279929.24,21.270,76.805,e2b3
1520279930.85,21.261,76.771,bb61
1520279932.46,21.256,76.736,ed1e
1520279934.07,21.250,76.710,6b71
1520279935.68,21.240,76.682,2db8
1520279937.29,21.246,76.660,ae3e
1520279938.90,21.234,76.628,ddff
1520279940.51,21.232,76.603,8a3d
1520279942.12,21.233,76.570,3d4a
1520279943.73,21.226,76.560,ade6
1520279945.34,21.220,76.542,6b0d
1520279946.95,21.230,76.527,7a2d
1520279948.57,21.213,76.519,c0a2
1520279950.18,21.211,76.507,9dfb
1520279951.79,21.207,76.487,488a
1520279953.40,21.206,76.475,3f25
1520279955.01,21.206,76.458,88ea
1520279956.62,21.205,76.441,e287
1520279958.23,21.194,76.431,4fd0
1520279959.84,21.186,76.401,7e06
1520279961.45,21.181,76.379,2411
1520279963.06,21.183,76.355,0c59
1520279964.67,21.175,76.344,37d6
1520279966.28,21.174,76.324,daa3
1520279967.89,21.171,76.305,e45e
1520279969.50,21.173,76.287,f523
1520279971.11,21.165,76.268,4c2b
1520279972.73,21.158,76.252,c312
1520279974.34,21.167,76.233,8d13
1520279975.95,21.151,76.219,e7b4
1520279977.56,21.166,76.209,3ed9
1520279979.17,21.150,76.191,f196
1520279980.78,21.154,76.176,ad13
1520279982.39,21.154,76.164,be60
1520279984.00,21.147,76.131,3266
1520279985.61,21.142,76.110,0c9b
1520279987.22,21.136,76.098,8dcc
1520279988.84,21.139,76.073,c66a
1520279990.44,21.134,76.059,5726
1520279992.05,21.130,76.035,3361
1520279993.66,21.123,76.010,26f0
1520279995.27,21.118,75.985,4765
1520279996.89,21.114,75.948,c212
1520279998.50,21.111,75.924,e186
1520280000.11,21.111,75.906,a7a6
1520280001.72,21.104,75.884,9ae0
1520280003.33,21.104,75.870,ca5a
1520280004.94,21.100,75.839,98da
1520280006.55,21.099,75.819,0a28
1520280008.16,21.095,75.805,e922
1520280009.77,21.084,75.781,a0ce
1520280011.38,21.091,75.770,034c
1520280013.00,21.081,75.742,9d7e
1520280014.61,21.079,75.725,c1b1
1520280016.22,21.075,75.713,e593
1520280017.82,21.073,75.701,762b
1520280019.43,21.077,75.692,c48d
1520280021.05,21.072,75.689,0e69
1520280022.66,21.069,75.680,a2cc
1520280024.27,21.057,75.656,0703
1520280025.88,21.055,75.643,eb31
1520280027.49,21.057,75.635,9dc6
1520280029.10,21.044,75.622,fd46
1520280030.71,21.051,75.609,89d2
1520280032.32,21.048,75.592,695b
1520280033.93,21.044,75.583,5bfc
1520280035.54,21.043,75.571,ac98
1520280037.16,21.048,75.568,d82f
1520280038.77,21.048,75.561,4906
1520280040.38,21.035,75.539,d034
1520280041.99,21.045,75.527,b360
1520280043.60,21.041,75.515,c91c
1520280045.21,21.028,75.485,4735
1520280046.82,21.022,75.463,9580
1520280048.43,21.017,75.436,5f2a
1520280050.04,21.017,75.409,fb96
1520280051.65,21.010,75.382,81dc
1520280053.26,21.016,75.360,025a
1520280054.87,21.005,75.340,476e
1520280056.48,20.998,75.306,59af
1520280058.09,20.990,75.287,e9cd
1520280059.70,20.978,75.261,c7a9
1520280061.32,20.988,75.248,a8b6
1520280062.93,20.978,75.238,a975
1520280064.54,20.980,75.210,c891
1520280066.15,20.981,75.193,6fd8
1520280067.76,20.967,75.182,bf74
1520280069.37,20.982,75.168,06f8
1520280070.98,20.971,75.162,f793
1520280072.59,20.976,75.154,051e
1520280074.20,20.976,75.136,8ffa
1520280075.81,20.969,75.126,8e2a
1520280077.42,20.966,75.121,270f
1520280079.03,20.970,75.120,5cc6
1520280080.64,20.971,75.106,1db1
1520280082.25,20.967,75.099,0a1e
1520280083.86,20.958,75.084,1c04
1520280085.48,20.958,75.066,1f49
1520280087.09,20.963,75.059,401e
1520280088.70,20.957,75.042,e06d
1520280090.31,20.955,75.022,c56d
1520280091.92,20.951,75.007,fcc7
1520280093.53,20.942,74.996,41e8
1520280095.14,20.937,74.973,cb57
1520280096.75,20.938,74.958,c59c
1520280098.36,20.931,74.937,c7dc
1520280099.97,20.930,74.926,a31f
1520280101.58,20.929,74.911,3481
1520280103.19,20.926,74.903,fe30
1520280104.80,20.927,74.886,57df
1520280106.41,20.918,74.876,b367
1520280108.02,20.917,74.865,69f7
1520280109.64,20.906,74.846,9306
1520280111.25,20.911,74.835,16c9
1520280112.86,20.896,74.821,e4de
1520280114.47,20.883,74.791,b788
1520280116.08,20.887,74.779,1ae2
1520280117.69,20.882,74.747,e6c1
1520280119.30,20.883,74.742,f1b7
1520280120.91,20.871,74.717,4915
1520280122.52,20.871,74.701,1ae2
1520280124.13,20.871,74.690,876b
1520280125.74,20.872,74.680,7c2f
1520280127.35,20.883,74.670,b396
1520280128.96,20.866,74.650,ee3d
1520280130.57,20.866,74.632,64d9
1520280132.18,20.855,74.618,46c0
1520280133.80,20.864,74.618,2c57
1520280135.41,20.859,74.616,b6b9
1520280137.02,20.856,74.593,ef27
1520280138.63,20.859,74.581,2596
1520280140.24,20.849,74.563,cdf8
1520280141.85,20.858,74.544,778d
1520280143.46,20.848,74.525,2629
1520280145.07,20.845,74.503,76e9
1520280146.68,20.848,74.486,ceb1
1520280148.29,20.844,74.472,8fbc
1520280149.90,20.840,74.462,b3e0
1520280151.51,20.843,74.444,7d31
1520280153.12,20.839,74.429,26ed
1520280154.73,20.829,74.418,88bc
1520280156.34,20.828,74.396,2298
1520280157.96,20.824,74.379,e1cf
1520280159.57,20.823,74.364,c44b
1520280161.18,20.825,74.363,3467
1520280162.79,20.819,74.355,3d01
1520280164.40,20.823,74.353,e1ff
1520280166.01,20.825,74.355,01f2
1520280167.62,20.820,74.344,6a5c
1520280169.23,20.821,74.338,7594
1520280170.84,20.813,74.329,f466
1520280172.45,20.817,74.319,ae58
1520280174.06,20.809,74.318,cb4b
1520280175.67,20.812,74.314,374b
1520280177.28,20.808,74.297,c3ee
1520280178.89,20.809,74.295,a47f
1520280180.50,20.805,74.277,b685
1520280182.12,20.795,74.268,e036
1520280183.73,20.803,74.255,706e
1520280185.34,20.797,74.248,09f2
1520280186.95,20.797,74.235,41c8
1520280188.56,20.796,74.216,501a
1520280190.17,20.800,74.198,758b
1520280191.78,20.792,74.178,4d4f
1520280193.39,20.785,74.168,5245
1520280195.00,20.785,74.155,d6bb
1520280196.61,20.781,74.135,7370
1520280198.22,20.773,74.112,7207
1520280199.83,20.778,74.094,7af7
1520280201.44,20.774,74.078,89c3
1520280203.05,20.768,74.055,c498
1520280204.66,20.764,74.032,0f6e
1520280206.28,20.770,74.016,cdc6
1520280207.89,20.757,74.002,bf0c
1520280209.50,20.761,73.988,c325
1520280211.11,20.757,73.964,8c29
1520280212.72,20.753,73.955,c636
1520280214.33,20.749,73.944,9f79
1520280215.94,20.753,73.924,4f80
1520280217.55,20.752,73.917,6d63
1520280219.16,20.740,73.904,0ab4
1520280220.77,20.738,73.886,3b1e
1520280222.38,20.742,73.883,4b6c
1520280223.99,20.737,73.875,c281
1520280225.60,20.733,73.860,ae78
1520280227.21,20.717,73.848,8018
1520280228.82,20.734,73.841,1f23
1520280230.44,20.728,73.832,4c43
1520280232.05,20.719,73.822,15e5
1520280233.66,20.723,73.819,4de5
1520280235.27,20.722,73.819,0a36
1520280236.88,20.710,73.815,6958
1520280238.49,20.717,73.805,9d71
1520280240.10,20.714,73.804,4525
1520280241.71,20.713,73.789,f608
1520280243.32,20.709,73.767,4e96
1520280244.93,20.710,73.757,a9ef
1520280246.54,20.706,73.741,91f0
1520280248.15,20.698,73.720,18ff
1520280249.76,20.699,73.705,69eb
1520280251.37,20.693,73.685,460e
1520280252.98,20.683,73.674,ad32
1520280254.60,20.682,73.656,acc1
1520280256.21,20.681,73.646,5785
1520280257.82,20.685,73.630,a1b9
1520280259.43,20.683,73.625,42e6
1520280261.04,20.677,73.611,c008
1520280262.65,20.678,73.598,581a
1520280264.26,20.681,73.598,9947
1520280265.87,20.669,73.584,0657
1520280267.48,20.666,73.580,9f11
1520280269.09,20.667,73.575,9859
1520280270.70,20.667,73.576,a83a
1520280272.31,20.659,73.551,0dea
1520280273.92,20.652,73.536,0104
1520280275.53,20.652,73.523,6290
1520280277.14,20.655,73.507,836e
1520280278.75,20.640,73.503,6077
1520280280.37,20.643,73.486,463e
1520280281.98,20.643,73.473,06a5
1520280283.59,20.639,73.472,3653
1520280285.20,20.640,73.461,dda3
1520280286.81,20.643,73.450,50a4
1520280288.42,20.639,73.442,6300
1520280290.03,20.635,73.436,aba4
1520280291.64,20.632,73.432,2c38
1520280293.25,20.628,73.422,6556
1520280294.86,20.631,73.406,f19a
1520280296.48,20.627,73.391,d59d
1520280298.09,20.630,73.399,78ae
1520280299.69,20.628,73.384,6fcb
1520280301.30,20.627,73.372,c6f1
1520280302.91,20.620,73.358,c6c1
1520280304.53,20.622,73.349,6a77
1520280306.14,20.614,73.335,9fe3
1520280307.75,20.614,73.318,282c
1520280309.36,20.623,73.313,731b
1520280310.97,20.616,73.307,6554
