ambient_c,ambient_rh,crc16
1520231617.04,20.718,78.382,a1f3
1520231618.65,20.723,78.389,eb73
1520231620.27,20.728,78.399,0eed
1520231621.88,20.722,78.414,4205
1520231623.61,20.728,78.420,c6ae
1520231625.10,20.726,78.424,183b
1520231626.71,20.721,78.439,3dbf
1520231628.32,20.733,78.440,5184
1520231629.93,20.725,78.445,6ac9
1520231631.54,20.737,78.441,4ec8
1520231633.15,20.732,78.455,75c3
1520231634.76,20.730,78.464,bf17
1520231636.37,20.733,78.465,6743
1520231637.98,20.744,78.471,6245
1520231639.59,20.738,78.469,7060
1520231641.20,20.740,78.476,1dcf
1520231642.81,20.741,78.476,5a1c
1520231644.42,20.740,78.486,0df1
1520231646.04,20.740,78.488,ec3f
1520231647.65,20.744,78.493,6108
1520231649.26,20.742,78.489,73b8
1520231650.87,20.740,78.493,6e65
1520231652.48,20.742,78.494,9124
1520231654.09,20.737,78.492,08f7
1520231655.70,20.744,78.498,d063
1520231657.31,20.744,78.498,d063
1520231658.92,20.745,78.501,8b31
1520231660.53,20.745,78.505,cbb5
1520231662.14,20.754,78.502,17a2
1520231663.75,20.748,78.515,aee0
1520231665.36,20.744,78.519,7edb
1520231666.97,20.749,78.507,fa40
1520231668.58,20.746,78.514,20d0
1520231670.20,20.749,78.519,28bf
1520231671.81,20.754,78.530,62b3
1520231673.42,20.756,78.545,2427
1520231675.03,20.753,78.556,6fcb
1520231676.64,20.754,78.565,cde3
1520231678.25,20.761,78.565,a819
1520231679.86,20.756,78.571,31f0
1520231681.47,20.758,78.582,8fbc
1520231683.08,20.757,78.588,f734
1520231684.69,20.754,78.599,1c51
1520231686.30,20.760,78.606,2c5f
1520231687.91,20.753,78.612,badb
1520231689.52,20.754,78.610,5d81
1520231691.13,20.760,78.620,2afb
1520231692.74,20.762,78.640,0ffb
1520231694.36,20.761,78.652,d4fd
1520231695.97,20.758,78.657,f015
1520231697.58,20.764,78.663,d931
1520231699.19,20.758,78.673,d6f3
1520231700.80,20.761,78.682,a2a1
1520231702.41,20.772,78.681,b194
1520231704.02,20.762,78.679,cb81
1520231705.63,20.768,78.676,ab12
1520231707.24,20.772,78.670,b18b
1520231708.85,20.774,78.680,217e
1520231710.46,20.765,78.682,adcc
1520231712.07,20.778,78.687,402e
1520231713.68,20.773,78.684,a6e2
1520231715.29,20.780,78.696,e5b0
1520231716.90,20.777,78.700,5792
1520231718.52,20.782,78.700,8778
1520231720.13,20.788,78.700,1604
1520231721.74,20.788,78.702,3646
1520231723.35,20.784,78.710,3482
1520231724.96,20.789,78.704,1153
1520231726.57,20.791,78.697,5961
1520231728.18,20.793,78.697,d6c7
1520231729.79,20.796,78.702,4374
1520231731.40,20.801,78.694,fd6f
1520231733.01,20.803,78.687,719b
1520231734.62,20.805,78.687,f150
1520231736.23,20.803,78.689,9055
1520231737.84,20.808,78.691,f4c3
1520231739.45,20.815,78.676,1a6c
1520231741.06,20.813,78.671,ea40
1520231742.68,20.815,78.656,7c0e
1520231744.29,20.819,78.657,7d98
1520231745.90,20.817,78.633,09ab
1520231747.51,20.819,78.639,36f0
1520231749.12,20.817,78.626,6a3f
1520231750.73,20.817,78.621,1ad8
1520231752.34,20.828,78.617,dbcb
1520231753.95,20.825,78.608,4f71
1520231755.56,20.824,78.609,1883
1520231757.17,20.823,78.610,7d83
1520231758.78,20.829,78.599,ad2f
1520231760.39,20.829,78.599,ad2f
1520231762.00,20.829,78.589,9e1e
1520231763.61,20.840,78.586,6c70
1520231765.22,20.835,78.588,74ab
1520231766.84,20.841,78.588,ca6d
1520231768.45,20.836,78.579,bcc1
1520231770.06,20.835,78.581,e582
1520231771.67,20.843,78.576,b43b
1520231773.28,20.845,78.576,34f0
1520231774.89,20.854,78.576,9800
1520231776.50,20.854,78.572,d884
1520231778.11,20.863,78.572,32d8
1520231779.72,20.858,78.579,7858
1520231781.33,20.860,78.581,daf0
1520231782.94,20.860,78.572,faad
1520231784.55,20.862,78.569,f751
1520231786.16,20.871,78.577,06f8
1520231787.77,20.871,78.572,565d
1520231789.38,20.874,78.573,0ec2
1520231791.00,20.884,78.584,f64f
1520231792.61,20.884,78.588,37c3
1520231794.22,20.884,78.580,b6cb
1520231795.83,20.892,78.576,addb
1520231797.44,20.894,78.561,6ec6
1520231799.05,20.902,78.558,87ee
1520231800.66,20.908,78.558,1692
1520231802.27,20.915,78.545,4949
1520231803.88,20.918,78.526,85e8
1520231805.49,20.915,78.505,858d
1520231807.10,20.917,78.483,d474
1520231808.71,20.921,78.462,4ad5
1520231810.32,20.930,78.437,4975
1520231811.93,20.923,78.425,7950
1520231813.54,20.930,78.405,3c64
1520231815.16,20.930,78.387,101f
1520231816.77,20.930,78.365,1352
1520231818.38,20.941,78.350,e0dc
1520231819.99,20.943,78.345,0cee
1520231821.60,20.939,78.321,c61b
1520231823.21,20.945,78.299,0cc5
1520231824.82,20.950,78.286,6d86
1520231826.43,20.961,78.284,2753
1520231828.04,20.959,78.277,3490
1520231829.65,20.965,78.270,7884
1520231831.26,20.966,78.270,b0f1
1520231832.87,20.969,78.260,5a02
1520231834.48,20.971,78.247,b97e
1520231836.09,20.977,78.225,b351
1520231837.70,20.978,78.222,1a74
1520231839.31,20.980,78.208,5bd2
1520231840.93,20.981,78.196,1e07
1520231842.54,20.981,78.171,4def
1520231844.15,20.985,78.151,24e0
1520231845.76,20.985,78.122,8d14
1520231847.37,20.994,78.104,2740
1520231848.98,20.993,78.074,4eff
1520231850.59,20.997,78.060,3227
1520231852.20,20.996,78.033,ba62
1520231853.81,20.998,78.014,32f6
1520231855.42,20.996,77.996,fe64
1520231857.03,20.998,77.976,437a
1520231858.64,21.008,77.957,d19e
1520231860.25,20.997,77.939,a793
1520231861.86,21.002,77.928,289a
1520231863.47,21.014,77.919,0600
1520231865.09,21.017,77.904,2ce9
1520231866.70,21.014,77.886,7a47
1520231868.31,21.014,77.873,3adc
1520231869.92,21.020,77.874,6812
1520231871.53,21.022,77.871,b711
1520231873.14,21.033,77.873,3ba3
1520231874.75,21.025,77.863,637a
1520231876.36,21.029,77.863,72cd
1520231877.97,21.035,77.859,7c40
1520231879.58,21.035,77.848,5f50
1520231881.19,21.033,77.830,c704
1520231882.80,21.040,77.833,8eb9
1520231884.41,21.039,77.829,f460
1520231886.02,21.039,77.813,0079
1520231887.63,21.047,77.812,3fe2
1520231889.25,21.048,77.806,9595
1520231890.86,21.045,77.808,223f
1520231892.47,21.057,77.800,c7b2
1520231894.08,21.056,77.796,760e
1520231895.69,21.056,77.793,26ab
1520231897.30,21.057,77.787,12cd
1520231898.91,21.059,77.774,ac81
1520231900.52,21.055,77.768,4f8b
1520231902.13,21.067,77.761,7c40
1520231903.74,21.067,77.755,6997
1520231905.35,21.060,77.751,ee0b
1520231906.96,21.073,77.754,9df8
1520231908.57,21.075,77.747,1e61
1520231910.18,21.083,77.757,35cf
1520231911.79,21.083,77.744,369d
1520231913.41,21.083,77.757,35cf
1520231915.02,21.081,77.762,bf9f
1520231916.63,21.089,77.773,8255
1520231918.24,21.088,77.792,f6a8
1520231919.85,21.096,77.797,d33f
1520231921.46,21.091,77.799,f5e9
1520231923.07,21.099,77.803,dcd0
1520231924.68,21.098,77.808,2a68
1520231926.29,21.104,77.819,b556
1520231927.90,21.106,77.820,fe8a
1520231929.52,21.110,77.835,f6f6
1520231931.13,21.108,77.829,f1b2
1520231932.74,21.103,77.829,271d
1520231934.34,21.107,77.827,c9be
1520231935.95,21.116,77.825,450c
1520231937.57,21.116,77.827,654e
1520231939.18,21.118,77.821,9b99
1520231940.79,21.122,77.820,3780
1520231942.40,21.120,77.829,290f
1520231944.01,21.124,77.830,847a
1520231945.62,21.128,77.815,a30a
1520231947.23,21.122,77.806,3124
1520231948.84,21.136,77.809,2485
1520231950.45,21.132,77.794,6cec
1520231952.06,21.128,77.795,0692
1520231953.68,21.135,77.799,7a59
1520231955.29,21.134,77.787,ef75
1520231956.90,21.136,77.778,8102
1520231958.51,21.140,77.766,629d
1520231960.12,21.144,77.766,6df0
1520231961.73,21.147,77.760,c543
1520231963.34,21.150,77.750,bc2b
1520231964.95,21.151,77.747,b82e
1520231966.56,21.154,77.748,017f
1520231968.17,21.151,77.738,d056
1520231969.78,21.154,77.741,9056
1520231971.39,21.165,77.735,23d2
1520231973.00,21.159,77.731,5fa5
1520231974.61,21.163,77.728,4185
1520231976.22,21.170,77.731,c0cb
1520231977.83,21.167,77.726,af26
1520231979.45,21.163,77.703,968c
1520231981.06,21.167,77.704,e906
1520231982.67,21.178,77.697,662c
1520231984.28,21.170,77.689,aa09
1520231985.89,21.183,77.684,2b85
1520231987.50,21.185,77.675,ab51
1520231989.11,21.175,77.665,0034
1520231990.72,21.181,77.652,b2b9
1520231992.33,21.187,77.646,41c7
1520231993.94,21.181,77.648,20c2
1520231995.55,21.183,77.632,97b9
1520231997.16,21.186,77.624,8cf0
1520231998.77,21.189,77.620,15b6
1520232000.38,21.187,77.608,6ccd
1520232001.99,21.186,77.600,aa16
1520232003.61,21.193,77.598,6b4b
1520232005.22,21.194,77.599,bc72
1520232006.83,21.202,77.587,9d55
1520232008.44,21.199,77.599,ea16
1520232010.05,21.206,77.592,f1ac
1520232011.66,21.205,77.590,199b
1520232013.27,21.198,77.580,0fdd
1520232014.88,21.206,77.572,d2a3
1520232016.49,21.205,77.572,1ad6
1520232018.10,21.199,77.562,4b43
1520232019.71,21.207,77.562,a641
1520232021.32,21.209,77.567,68f5
1520232022.93,21.202,77.559,0ac7
1520232024.54,21.207,77.545,b0c4
1520232026.15,21.218,77.550,e1b1
1520232027.77,21.218,77.547,a267
1520232029.38,21.210,77.538,d4c5
1520232030.99,21.209,77.537,9700
1520232032.60,21.215,77.528,af4a
1520232034.21,21.214,77.521,79b0
1520232035.82,21.221,77.512,797a
1520232037.43,21.215,77.511,6b30
1520232039.04,21.218,77.510,2d75
1520232040.65,21.220,77.504,6d5e
1520232042.26,21.214,77.505,5f56
1520232043.87,21.222,77.505,f2d9
1520232045.48,21.226,77.496,407f
1520232047.09,21.228,77.495,ee0d
1520232048.70,21.228,77.481,9db8
1520232050.31,21.215,77.470,e687
1520232051.93,21.214,77.449,652e
1520232053.54,21.220,77.442,f66c
1520232055.15,21.226,77.430,cf72
1520232056.76,21.217,77.410,c387
1520232058.37,21.222,77.402,b50e
1520232059.98,21.225,77.392,4d1e
1520232061.59,21.221,77.370,413e
1520232063.20,21.221,77.350,275c
1520232064.81,21.214,77.327,abd6
1520232066.42,21.214,77.296,503d
1520232068.03,21.206,77.283,572c
1520232069.64,21.210,77.259,ebd2
1520232071.25,21.203,77.246,0a5a
1520232072.86,21.203,77.228,4132
1520232074.47,21.203,77.199,d4b9
1520232076.08,21.191,77.169,3832
1520232077.70,21.189,77.136,c3d1
1520232079.31,21.175,77.103,4fc4
1520232080.92,21.178,77.063,8436
1520232082.53,21.178,77.033,7bc3
1520232084.14,21.178,76.995,c00e
1520232085.75,21.170,76.968,1f47
1520232087.36,21.173,76.941,2079
1520232088.97,21.173,76.918,4ea5
1520232090.58,21.152,76.887,b356
1520232092.19,21.154,76.855,6583
1520232093.80,21.146,76.830,fb05
1520232095.41,21.136,76.807,6f1a
1520232097.02,21.142,76.789,958a
1520232098.63,21.132,76.770,a536
1520232100.24,21.134,76.753,73fc
1520232101.86,21.131,76.742,1852
1520232103.47,21.123,76.728,773b
1520232105.08,21.118,76.712,78c9
1520232106.69,21.106,76.700,1e88
1520232108.30,21.104,76.696,7c40
1520232109.91,21.095,76.675,8566
1520232111.52,21.093,76.669,f710
1520232113.13,21.098,76.664,f012
1520232114.74,21.083,76.655,88ec
1520232116.35,21.071,76.642,dcc8
1520232117.96,21.071,76.641,ecab
1520232119.57,21.075,76.631,7a51
1520232121.18,21.067,76.619,f9be
1520232122.79,21.064,76.610,a0e2
1520232124.40,21.053,76.609,e8a6
1520232126.02,21.059,76.614,9b46
1520232127.63,21.056,76.606,51f7
1520232129.24,21.060,76.611,bfae
1520232130.85,21.051,76.600,f629
1520232132.46,21.041,76.583,fd90
1520232134.07,21.045,76.559,25eb
1520232135.68,21.041,76.537,61ee
1520232137.29,21.030,76.507,c2c5
1520232138.90,21.014,76.484,8535
1520232140.51,21.014,76.460,e6be
1520232142.12,21.009,76.429,0614
1520232143.73,21.000,76.415,cbc2
1520232145.34,20.996,76.400,cc3a
1520232146.95,20.990,76.384,004c
1520232148.56,20.989,76.379,73f5
1520232150.18,20.982,76.363,3721
1520232151.79,20.976,76.363,a018
1520232153.40,20.976,76.365,c0de
1520232155.01,20.969,76.355,a76c
1520232156.62,20.970,76.360,10b0
1520232158.23,20.965,76.353,d61d
1520232159.84,20.954,76.350,8ce9
1520232161.45,20.946,76.347,abba
1520232163.06,20.938,76.343,c484
1520232164.67,20.934,76.335,2c62
1520232166.28,20.930,76.319,84e1
1520232167.89,20.926,76.314,3ea4
1520232169.50,20.913,76.299,346a
1520232171.11,20.915,76.294,650c
1520232172.72,20.914,76.286,31ac
1520232174.34,20.906,76.273,15b2
1520232175.95,20.908,76.275,eb65
1520232177.56,20.898,76.264,65ec
1520232179.17,20.896,76.266,dbbf
1520232180.78,20.882,76.267,2fd0
1520232182.39,20.880,76.269,41b8
1520232184.00,20.872,76.276,9494
1520232185.61,20.867,76.282,67b3
1520232187.22,20.864,76.300,311d
1520232188.83,20.854,76.291,81d0
1520232190.44,20.859,76.305,1a98
1520232192.05,20.856,76.311,b0ef
1520232193.66,20.841,76.313,bc96
1520232195.27,20.843,76.314,43d7
1520232196.88,20.844,76.330,a229
1520232198.50,20.849,76.336,948b
1520232200.11,20.843,76.339,f418
1520232201.72,20.832,76.335,c3ec
1520232203.33,20.832,76.331,8368
1520232204.94,20.832,76.319,6402
1520232206.55,20.833,76.299,9d48
1520232208.16,20.828,76.276,7224
1520232209.77,20.823,76.272,e40f
1520232211.38,20.813,76.263,ea5b
1520232212.99,20.816,76.254,8751
1520232214.60,20.816,76.255,9770
1520232216.21,20.812,76.248,7a81
1520232217.82,20.809,76.248,470d
1520232219.43,20.808,76.243,b1b5
1520232221.04,20.805,76.252,c4c1
1520232222.66,20.807,76.258,ea2d
1520232224.27,20.808,76.252,92a5
1520232225.88,20.797,76.254,bfcc
1520232227.49,20.816,76.264,d202
1520232229.10,20.797,76.248,4d71
1520232230.71,20.801,76.239,d061
1520232232.32,20.784,76.220,4589
1520232233.93,20.785,76.187,c426
1520232235.54,20.780,76.170,ec41
1520232237.15,20.778,76.150,0cad
1520232238.76,20.776,76.134,789e
1520232240.37,20.780,76.113,7684
1520232241.98,20.774,76.093,5f24
1520232243.59,20.766,76.090,0bc2
1520232245.20,20.762,76.078,a6a8
1520232246.82,20.756,76.065,661d
1520232248.43,20.746,76.062,fdd9
1520232250.04,20.746,76.053,b8ab
1520232251.65,20.744,76.042,141d
1520232253.26,20.748,76.044,656c
1520232254.87,20.734,76.046,e532
1520232256.48,20.726,76.043,d112
1520232258.09,20.719,76.043,2594
1520232259.70,20.710,76.039,4440
1520232261.31,20.698,76.042,34dc
1520232262.92,20.689,76.021,02e9
1520232264.53,20.683,76.013,e684
1520232266.14,20.675,76.001,ed68
1520232267.75,20.674,75.983,7313
1520232269.36,20.670,75.960,6f12
1520232270.97,20.667,75.942,0509
1520232272.59,20.660,75.941,f272
1520232274.20,20.659,75.924,7c3c
1520232275.81,20.651,75.914,37b5
1520232277.42,20.655,75.918,f954
1520232279.03,20.644,75.913,e4cf
1520232280.64,20.642,75.914,14e3
1520232282.25,20.634,75.914,2583
1520232283.86,20.631,75.910,2db9
1520232285.47,20.630,75.909,c872
1520232287.08,20.622,75.908,bcd6
1520232288.70,20.618,75.905,d143
1520232290.30,20.612,75.909,81b3
1520232291.91,20.600,75.913,774d
1520232293.52,20.607,75.917,f0d1
1520232295.13,20.614,75.921,e612
1520232296.75,20.604,75.908,fa7a
1520232298.36,20.604,75.912,6801
1520232299.97,20.599,75.910,6d34
1520232301.58,20.592,75.918,3a93
1520232303.19,20.587,75.923,7d36
1520232304.80,20.572,75.919,59c5
1520232306.41,20.567,75.922,1e60
1520232308.02,20.560,75.922,d978
1520232309.63,20.555,75.919,58ba
1520232311.24,20.556,75.923,64d6
1520232312.86,20.545,75.932,6490
1520232314.47,20.545,75.946,bd83
1520232316.08,20.538,75.959,9892
1520232317.68,20.534,75.956,78ca
1520232319.29,20.528,75.959,73b1
1520232320.91,20.522,75.960,26b7
1520232322.52,20.509,75.961,265e
1520232324.13,20.500,75.946,69d2
1520232325.74,20.498,75.943,8a34
1520232327.35,20.489,75.934,cfb4
1520232328.96,20.481,75.918,7680
1520232330.57,20.477,75.914,af93
1520232332.18,20.474,75.907,64b4
1520232333.79,20.465,75.908,39ab
1520232335.40,20.458,75.896,2eed
1520232337.02,20.451,75.897,67c5
1520232338.63,20.443,75.896,1361
1520232340.24,20.443,75.903,ce6c
1520232341.85,20.439,75.910,ede9
1520232343.46,20.433,75.922,0984
1520232345.07,20.420,75.929,9bb9
1520232346.68,20.419,75.935,1d49
1520232348.29,20.416,75.954,7e0c
1520232349.90,20.422,75.971,6ae2
1520232351.51,20.412,75.974,1703
1520232353.12,20.404,76.006,b57d
1520232354.73,20.406,76.047,e63e
1520232356.34,20.398,76.103,1d79
1520232357.95,20.400,76.137,c852
1520232359.56,20.402,76.169,59cf
1520232361.18,20.392,76.201,f517
1520232362.79,20.391,76.233,4873
1520232364.40,20.388,76.254,2018
1520232366.01,20.375,76.270,c8ce
1520232367.62,20.382,76.305,6980
1520232369.23,20.378,76.344,bc4d
1520232370.84,20.379,76.386,9eb1
1520232372.45,20.375,76.423,b5f8
1520232374.06,20.374,76.465,5e29
1520232375.67,20.367,76.528,5726
1520232377.28,20.368,76.603,00bd
1520232378.89,20.355,76.690,f166
1520232380.50,20.368,76.800,2bdf
1520232382.11,20.367,76.903,f54e
1520232383.72,20.364,77.012,2aeb
1520232385.34,20.367,77.100,c6dd
1520232386.95,20.371,77.177,4445
1520232388.56,20.363,77.238,44bb
1520232390.17,20.370,77.282,1a5d
1520232391.78,20.371,77.313,c007
1520232393.39,20.370,77.345,18e7
1520232395.00,20.374,77.373,221f
1520232396.61,20.378,77.380,13f5
1520232398.22,20.378,77.383,2396
1520232399.83,20.379,77.405,08ba
1520232401.44,20.374,77.439,ca01
1520232403.05,20.376,77.460,2b7b
1520232404.66,20.384,77.511,820f
1520232406.27,20.386,77.539,eac3
1520232407.88,20.391,77.565,f881
1520232409.49,20.403,77.574,8a11
1520232411.11,20.410,77.572,c981
1520232412.72,20.407,77.564,b64d
1520232414.33,20.408,77.563,1f68
1520232415.94,20.418,77.561,d409
1520232417.55,20.418,77.570,f719
1520232419.16,20.420,77.576,a441
1520232420.77,20.422,77.582,7b5d
1520232422.38,20.426,77.591,7762
1520232423.99,20.430,77.588,be92
1520232425.60,20.430,77.597,7c4c
1520232427.21,20.431,77.612,bbc3
1520232428.82,20.441,77.624,3ffd
1520232430.43,20.442,77.645,4d0f
1520232432.04,20.437,77.653,e7ed
1520232433.65,20.442,77.674,087d
1520232435.27,20.449,77.694,fddd
1520232436.88,20.449,77.705,6054
1520232438.49,20.457,77.722,03e3
1520232440.10,20.454,77.742,6130
1520232441.71,20.465,77.753,28b7
1520232443.32,20.463,77.753,a87c
1520232444.93,20.475,77.752,d3b5
1520232446.54,20.477,77.761,3923
1520232448.15,20.477,77.775,4a96
1520232449.76,20.485,77.797,5e29
1520232451.37,20.481,77.829,4041
1520232452.98,20.489,77.860,0376
1520232454.59,20.486,77.897,ba6d
1520232456.20,20.490,77.934,391d
1520232457.81,20.492,77.961,19eb
1520232459.43,20.488,77.993,53c8
1520232461.04,20.490,78.025,e165
1520232462.65,20.488,78.042,cedd
1520232464.26,20.492,78.064,b226
1520232465.87,20.494,78.085,01c3
1520232467.48,20.500,78.101,5d2a
1520232469.09,20.498,78.130,ab1b
1520232470.70,20.512,78.146,858c
1520232472.31,20.512,78.151,c65a
1520232473.92,20.513,78.145,f23c
1520232475.53,20.526,78.126,0d03
1520232477.14,20.517,78.105,3195
1520232478.75,20.521,78.095,11b2
1520232480.36,20.518,78.101,a8d3
1520232481.97,20.530,78.112,733c
1520232483.59,20.533,78.147,1419
1520232485.20,20.522,78.177,edba
1520232486.81,20.528,78.194,6faa
1520232488.42,20.530,78.211,1a0f
1520232490.03,20.538,78.193,f46e
1520232491.64,20.538,78.164,94b7
1520232493.25,20.544,78.117,9d5f
1520232494.86,20.542,78.089,71f2
1520232496.47,20.544,78.068,c217
1520232498.08,20.544,78.084,2094
1520232499.69,20.549,78.109,19c4
1520232501.30,20.547,78.154,a98d
1520232502.91,20.549,78.210,e28c
1520232504.52,20.551,78.273,8db0
1520232506.13,20.564,78.332,039f
1520232507.75,20.560,78.371,f055
1520232509.36,20.567,78.373,170f
1520232510.97,20.565,78.349,6cb0
1520232512.58,20.564,78.331,33fc
1520232514.19,20.573,78.337,7f01
1520232515.80,20.569,78.340,ec2e
1520232517.41,20.573,78.345,c6d4
1520232519.02,20.579,78.378,d356
1520232520.63,20.572,78.450,6703
1520232522.24,20.577,78.551,08ac
1520232523.85,20.575,78.640,fd4a
1520232525.46,20.583,78.732,6b30
1520232527.07,20.577,78.784,4035
1520232528.68,20.579,78.810,0809
1520232530.29,20.587,78.814,4ec8
1520232531.91,20.601,78.805,7523
1520232533.52,20.588,78.782,6165
1520232535.13,20.595,78.757,fadb
1520232536.74,20.603,78.744,0a51
1520232538.35,20.608,78.765,aabd
1520232539.96,20.611,78.814,bd10
1520232541.57,20.614,78.857,0909
1520232543.18,20.612,78.921,47a3
1520232544.79,20.623,78.970,c2e0
1520232546.40,20.620,79.037,8276
1520232548.01,20.615,79.106,95ce
1520232549.62,20.618,79.182,0a87
1520232551.23,20.628,79.252,08cf
1520232552.84,20.627,79.304,790e
1520232554.45,20.627,79.341,e56f
1520232556.07,20.624,79.388,f95e
1520232557.68,20.622,79.445,68c5
1520232559.29,20.620,79.506,2cf4
1520232560.90,20.631,79.578,f85d
