isothermal_c,isothermal_rh,crc16
1520277482.99,27.489,59.155,d4b2
1520277483.60,27.493,59.163,9b78
1520277484.20,27.500,59.163,fe94
1520277484.81,27.493,59.147,bd9e
1520277485.41,27.489,59.163,e127
1520277486.01,27.486,59.155,0d70
1520277486.62,27.496,59.155,e653
1520277487.22,27.486,59.147,1e03
1520277487.83,27.489,59.160,d144
1520277488.43,27.493,59.155,aeed
1520277489.04,27.482,59.147,116e
1520277489.64,27.482,59.150,52b8
1520277490.24,27.496,59.158,37fe
1520277490.85,27.482,59.152,72fa
1520277491.45,27.496,59.158,37fe
1520277492.06,27.496,59.158,37fe
1520277492.66,27.493,59.147,bd9e
1520277493.26,27.486,59.155,0d70
1520277493.87,27.496,59.163,d3c6
1520277494.47,27.504,59.158,15c1
1520277495.07,27.493,59.147,bd9e
1520277495.68,27.493,59.152,de0a
1520277496.28,27.486,59.142,4ea6
1520277496.89,27.493,59.145,9ddc
1520277497.49,27.482,59.165,574e
1520277498.10,27.493,59.173,a849
1520277498.70,27.489,59.168,504c
1520277499.31,27.489,59.155,d4b2
1520277499.91,27.493,59.160,ab1b
1520277500.51,27.493,59.168,2a13
1520277501.12,27.493,59.163,9b78
1520277501.72,27.482,59.160,07eb
1520277502.32,27.493,59.163,9b78
1520277502.93,27.489,59.165,81e1
1520277503.53,27.486,59.163,38e5
1520277504.14,27.500,59.155,cb01
1520277504.74,27.489,59.160,d144
1520277505.34,27.486,59.163,38e5
1520277505.95,27.489,59.165,81e1
1520277506.55,27.486,59.160,0886
1520277507.16,27.493,59.165,fbbe
1520277507.76,27.493,59.160,ab1b
1520277508.37,27.486,59.158,dcdd
1520277508.97,27.486,59.155,0d70
1520277509.58,27.496,59.160,e3a5
1520277510.18,27.493,59.160,ab1b
1520277510.78,27.482,59.160,07eb
1520277511.39,27.504,59.155,c46c
1520277511.99,27.500,59.165,9e52
1520277512.59,27.496,59.158,37fe
1520277513.20,27.496,59.155,e653
1520277513.80,27.493,59.165,fbbe
1520277514.41,27.496,59.163,d3c6
1520277515.01,27.496,59.160,e3a5
1520277515.61,27.504,59.163,f1f9
1520277516.22,27.493,59.155,aeed
1520277516.82,27.489,59.158,051f
1520277517.43,27.493,59.158,7f40
1520277518.03,27.496,59.168,62ad
1520277518.64,27.486,59.147,1e03
1520277519.24,27.493,59.158,7f40
1520277519.84,27.482,59.152,72fa
1520277520.45,27.500,59.173,cda5
1520277521.05,27.489,59.152,a455
1520277521.66,27.493,59.158,7f40
1520277522.26,27.482,59.160,07eb
1520277522.86,27.482,59.142,41cb
1520277523.47,27.493,59.145,9ddc
1520277524.07,27.479,59.147,5f95
1520277524.68,27.500,59.163,fe94
1520277525.28,27.493,59.163,9b78
1520277525.88,27.507,59.155,0c19
1520277526.49,27.496,59.158,37fe
1520277527.09,27.486,59.150,5dd5
1520277527.70,27.496,59.165,b300
1520277528.30,27.489,59.160,d144
1520277528.91,27.493,59.158,7f40
1520277529.51,27.482,59.160,07eb
1520277530.11,27.493,59.158,7f40
1520277530.72,27.493,59.152,de0a
1520277531.32,27.493,59.160,ab1b
1520277531.92,27.493,59.158,7f40
1520277532.53,27.489,59.158,051f
1520277533.13,27.493,59.163,9b78
1520277533.74,27.482,59.150,52b8
1520277534.34,27.493,59.158,7f40
1520277534.95,27.507,59.163,398c
1520277535.55,27.500,59.165,9e52
1520277536.15,27.486,59.155,0d70
1520277536.76,27.486,59.163,38e5
1520277537.36,27.500,59.155,cb01
1520277537.97,27.493,59.158,7f40
1520277538.57,27.493,59.155,aeed
1520277539.17,27.493,59.145,9ddc
1520277539.78,27.504,59.150,94c9
1520277540.38,27.493,59.170,982a
1520277540.99,27.496,59.163,d3c6
1520277541.59,27.493,59.152,de0a
1520277542.19,27.489,59.150,8417
1520277542.80,27.489,59.165,81e1
1520277543.40,27.479,59.160,4910
1520277544.01,27.486,59.158,dcdd
1520277544.61,27.493,59.165,fbbe
1520277545.22,27.493,59.155,aeed
1520277545.82,27.504,59.158,15c1
1520277546.42,27.496,59.160,e3a5
1520277547.03,27.493,59.158,7f40
1520277547.63,27.486,59.160,0886
1520277548.24,27.496,59.163,d3c6
1520277548.84,27.489,59.160,d144
1520277549.44,27.493,59.163,9b78
1520277550.05,27.493,59.155,aeed
1520277550.65,27.496,59.170,d094
1520277551.25,27.507,59.160,09ef
1520277551.86,27.493,59.150,fe48
1520277552.46,27.496,59.160,e3a5
1520277553.07,27.496,59.163,d3c6
1520277553.67,27.486,59.150,5dd5
1520277554.28,27.489,59.163,e127
1520277554.88,27.496,59.155,e653
1520277555.49,27.496,59.160,e3a5
1520277556.09,27.496,59.150,b6f6
1520277556.69,27.507,59.150,5cbc
1520277557.30,27.493,59.155,aeed
1520277557.90,27.496,59.152,96b4
1520277558.50,27.496,59.152,96b4
1520277559.11,27.482,59.155,021d
1520277559.71,27.482,59.155,021d
1520277560.32,27.489,59.152,a455
1520277560.92,27.496,59.155,e653
1520277561.52,27.489,59.158,051f
1520277562.13,27.500,59.158,1aac
1520277562.73,27.489,59.150,8417
1520277563.34,27.496,59.152,96b4
1520277563.94,27.507,59.163,398c
1520277564.55,27.496,59.155,e653
1520277565.15,27.496,59.152,96b4
1520277565.76,27.486,59.152,7d97
1520277566.36,27.493,59.147,bd9e
1520277566.96,27.486,59.150,5dd5
1520277567.57,27.489,59.158,051f
1520277568.17,27.496,59.147,f520
1520277568.77,27.486,59.155,0d70
1520277569.38,27.496,59.152,96b4
1520277569.98,27.504,59.142,87ba
1520277570.58,27.493,59.152,de0a
1520277571.19,27.496,59.150,b6f6
1520277571.79,27.496,59.158,37fe
1520277572.40,27.500,59.158,1aac
1520277573.00,27.493,59.147,bd9e
1520277573.61,27.496,59.152,96b4
1520277574.21,27.507,59.158,ddb4
1520277574.82,27.500,59.150,9ba4
1520277575.42,27.493,59.150,fe48
1520277576.02,27.504,59.165,913f
1520277576.63,27.500,59.160,cef7
1520277577.23,27.500,59.147,d872
1520277577.83,27.500,59.158,1aac
1520277578.44,27.511,59.142,2427
1520277579.04,27.493,59.150,fe48
1520277579.65,27.496,59.158,37fe
1520277580.25,27.514,59.155,2f4f
1520277580.85,27.504,59.152,b48b
1520277581.46,27.493,59.147,bd9e
1520277582.06,27.493,59.155,aeed
1520277582.67,27.489,59.155,d4b2
1520277583.27,27.507,59.155,0c19
1520277583.88,27.493,59.152,de0a
1520277584.48,27.500,59.147,d872
1520277585.09,27.489,59.152,a455
1520277585.69,27.493,59.150,fe48
1520277586.29,27.504,59.142,87ba
1520277586.90,27.496,59.150,b6f6
1520277587.50,27.500,59.155,cb01
1520277588.10,27.504,59.152,b48b
1520277588.71,27.493,59.152,de0a
1520277589.31,27.493,59.150,fe48
1520277589.91,27.504,59.158,15c1
1520277590.52,27.493,59.142,ed3b
1520277591.12,27.518,59.140,5d6c
1520277591.73,27.493,59.152,de0a
1520277592.33,27.500,59.160,cef7
1520277592.94,27.489,59.142,9764
1520277593.54,27.489,59.158,051f
1520277594.15,27.489,59.158,051f
1520277594.75,27.493,59.150,fe48
1520277595.35,27.493,59.147,bd9e
1520277595.96,27.489,59.147,c7c1
1520277596.56,27.493,59.150,fe48
1520277597.17,27.496,59.160,e3a5
1520277597.77,27.500,59.147,d872
1520277598.37,27.500,59.163,fe94
1520277598.98,27.504,59.158,15c1
1520277599.58,27.496,59.155,e653
1520277600.18,27.500,59.150,9ba4
1520277600.79,27.500,59.155,cb01
1520277601.39,27.489,59.158,051f
1520277602.00,27.493,59.147,bd9e
1520277602.60,27.496,59.142,a585
1520277603.21,27.493,59.152,de0a
1520277603.81,27.496,59.147,f520
1520277604.42,27.489,59.152,a455
1520277605.02,27.496,59.147,f520
1520277605.62,27.489,59.152,a455
1520277606.23,27.493,59.152,de0a
1520277606.83,27.504,59.158,15c1
1520277607.43,27.504,59.142,87ba
1520277608.04,27.493,59.155,aeed
1520277608.64,27.500,59.150,9ba4
1520277609.25,27.496,59.155,e653
1520277609.85,27.482,59.147,116e
1520277610.45,27.493,59.150,fe48
1520277611.06,27.493,59.155,aeed
1520277611.66,27.500,59.155,cb01
1520277612.27,27.507,59.152,7cfe
1520277612.87,27.504,59.150,94c9
1520277613.48,27.504,59.152,b48b
1520277614.08,27.518,59.152,4e1f
1520277614.68,27.504,59.155,c46c
1520277615.29,27.500,59.158,1aac
1520277615.89,27.507,59.160,09ef
1520277616.50,27.493,59.150,fe48
1520277617.10,27.496,59.155,e653
1520277617.70,27.493,59.160,ab1b
1520277618.31,27.507,59.155,0c19
1520277618.91,27.500,59.165,9e52
1520277619.52,27.479,59.152,3c01
1520277620.12,27.496,59.155,e653
1520277620.72,27.504,59.142,87ba
1520277621.33,27.496,59.160,e3a5
1520277621.93,27.496,59.155,e653
1520277622.54,27.500,59.158,1aac
1520277623.14,27.507,59.150,5cbc
1520277623.75,27.504,59.170,f2ab
1520277624.35,27.496,59.163,d3c6
1520277624.95,27.496,59.152,96b4
1520277625.56,27.504,59.165,913f
1520277626.16,27.496,59.152,96b4
1520277626.76,27.504,59.155,c46c
1520277627.37,27.504,59.158,15c1
1520277627.97,27.500,59.147,d872
1520277628.58,27.504,59.152,b48b
1520277629.18,27.504,59.163,f1f9
1520277629.79,27.511,59.158,b65c
1520277630.39,27.507,59.150,5cbc
1520277630.99,27.500,59.158,1aac
1520277631.60,27.504,59.158,15c1
1520277632.20,27.507,59.163,398c
1520277632.81,27.496,59.152,96b4
1520277633.41,27.511,59.152,1716
1520277634.01,27.496,59.150,b6f6
1520277634.62,27.507,59.142,4fcf
1520277635.22,27.504,59.155,c46c
1520277635.83,27.496,59.145,d562
1520277636.43,27.504,59.158,15c1
1520277637.03,27.500,59.147,d872
1520277637.64,27.500,59.142,88d7
1520277638.24,27.500,59.150,9ba4
1520277638.85,27.511,59.158,b65c
1520277639.45,27.489,59.147,c7c1
1520277640.06,27.500,59.152,bbe6
1520277640.66,27.493,59.142,ed3b
1520277641.26,27.496,59.142,a585
1520277641.87,27.496,59.150,b6f6
1520277642.47,27.500,59.145,f830
1520277643.08,27.504,59.150,94c9
1520277643.68,27.500,59.145,f830
1520277644.28,27.511,59.145,54c0
1520277644.89,27.500,59.158,1aac
1520277645.49,27.504,59.152,b48b
1520277646.09,27.500,59.152,bbe6
1520277646.70,27.500,59.147,d872
1520277647.30,27.504,59.155,c46c
1520277647.91,27.500,59.155,cb01
1520277648.51,27.500,59.147,d872
1520277649.12,27.496,59.135,4cf5
1520277649.72,27.507,59.147,1f6a
1520277650.33,27.504,59.142,87ba
1520277650.93,27.500,59.152,bbe6
1520277651.53,27.496,59.152,96b4
1520277652.14,27.496,59.147,f520
1520277652.74,27.496,59.147,f520
1520277653.35,27.500,59.150,9ba4
1520277653.95,27.504,59.145,f75d
1520277654.55,27.496,59.147,f520
1520277655.16,27.507,59.145,3f28
1520277655.76,27.500,59.155,cb01
1520277656.36,27.496,59.150,b6f6
1520277656.97,27.500,59.150,9ba4
1520277657.57,27.504,59.150,94c9
1520277658.18,27.500,59.158,1aac
1520277658.78,27.500,59.145,f830
1520277659.39,27.507,59.152,7cfe
1520277659.99,27.504,59.160,c19a
1520277660.60,27.507,59.152,7cfe
1520277661.20,27.511,59.150,3754
1520277661.80,27.504,59.150,94c9
1520277662.41,27.496,59.150,b6f6
1520277663.01,27.504,59.152,b48b
1520277663.61,27.507,59.163,398c
1520277664.22,27.514,59.158,fee2
1520277664.82,27.514,59.147,3c3c
1520277665.42,27.496,59.155,e653
1520277666.03,27.507,59.155,0c19
1520277666.63,27.500,59.150,9ba4
1520277667.24,27.507,59.150,5cbc
1520277667.84,27.507,59.163,398c
1520277668.45,27.496,59.158,37fe
1520277669.05,27.500,59.152,bbe6
1520277669.66,27.514,59.150,7fea
1520277670.26,27.507,59.155,0c19
1520277670.86,27.507,59.147,1f6a
1520277671.47,27.500,59.158,1aac
1520277672.07,27.504,59.140,a7f8
1520277672.68,27.504,59.152,b48b
1520277673.28,27.511,59.142,2427
1520277673.88,27.504,59.147,d71f
1520277674.49,27.500,59.160,cef7
1520277675.09,27.507,59.158,ddb4
1520277675.69,27.504,59.152,b48b
1520277676.30,27.511,59.150,3754
1520277676.90,27.514,59.147,3c3c
1520277677.51,27.518,59.150,6e5d
1520277678.11,27.518,59.145,0dc9
1520277678.72,27.493,59.150,fe48
1520277679.32,27.500,59.145,f830
1520277679.93,27.511,59.150,3754
1520277680.53,27.514,59.142,6c99
1520277681.13,27.511,59.150,3754
1520277681.74,27.500,59.145,f830
1520277682.34,27.511,59.142,2427
1520277682.94,27.518,59.150,6e5d
1520277683.55,27.511,59.155,67f1
1520277684.15,27.500,59.142,88d7
1520277684.76,27.507,59.147,1f6a
1520277685.36,27.518,59.150,6e5d
1520277685.96,27.511,59.145,54c0
1520277686.57,27.511,59.150,3754
1520277687.17,27.511,59.147,7482
1520277687.78,27.496,59.142,a585
1520277688.38,27.500,59.160,cef7
1520277688.99,27.504,59.155,c46c
1520277689.59,27.521,59.147,59c6
1520277690.19,27.511,59.152,1716
1520277690.80,27.511,59.158,b65c
1520277691.40,27.514,59.135,85e9
1520277692.01,27.504,59.158,15c1
1520277692.61,27.500,59.155,cb01
1520277693.21,27.504,59.150,94c9
1520277693.82,27.511,59.147,7482
1520277694.42,27.518,59.137,b41c
1520277695.02,27.511,59.147,7482
1520277695.63,27.514,59.150,7fea
1520277696.23,27.507,59.155,0c19
1520277696.84,27.504,59.137,4e88
1520277697.44,27.504,59.142,87ba
1520277698.05,27.507,59.142,4fcf
1520277698.65,27.496,59.145,d562
1520277699.26,27.511,59.150,3754
1520277699.86,27.504,59.150,94c9
1520277700.46,27.496,59.145,d562
1520277701.07,27.504,59.147,d71f
1520277701.67,27.504,59.158,15c1
1520277702.27,27.511,59.152,1716
1520277702.88,27.507,59.137,86fd
1520277703.48,27.504,59.150,94c9
1520277704.09,27.504,59.145,f75d
1520277704.69,27.504,59.142,87ba
1520277705.29,27.504,59.150,94c9
1520277705.90,27.518,59.145,0dc9
1520277706.50,27.504,59.147,d71f
1520277707.11,27.511,59.158,b65c
1520277707.71,27.511,59.152,1716
1520277708.32,27.511,59.160,6207
1520277708.92,27.518,59.152,4e1f
1520277709.52,27.511,59.145,54c0
1520277710.13,27.511,59.142,2427
1520277710.73,27.507,59.145,3f28
1520277711.34,27.518,59.150,6e5d
1520277711.94,27.500,59.137,41e5
1520277712.54,27.521,59.137,c051
1520277713.15,27.514,59.142,6c99
1520277713.75,27.511,59.140,0465
1520277714.35,27.504,59.152,b48b
1520277714.96,27.518,59.145,0dc9
1520277715.56,27.504,59.140,a7f8
1520277716.17,27.514,59.147,3c3c
1520277716.77,27.514,59.147,3c3c
1520277717.38,27.514,59.152,5fa8
1520277717.98,27.504,59.150,94c9
1520277718.59,27.511,59.145,54c0
1520277719.19,27.514,59.145,1c7e
1520277719.79,27.511,59.152,1716
1520277720.40,27.500,59.155,cb01
1520277721.00,27.500,59.150,9ba4
1520277721.60,27.504,59.150,94c9
1520277722.21,27.521,59.147,59c6
1520277722.81,27.511,59.147,7482
1520277723.42,27.521,59.147,59c6
1520277724.02,27.504,59.147,d71f
1520277724.62,27.500,59.140,a895
1520277725.23,27.511,59.152,1716
1520277725.83,27.511,59.163,5264
1520277726.44,27.511,59.140,0465
1520277727.04,27.511,59.150,3754
1520277727.78,27.521,59.140,2921
1520277728.25,27.507,59.147,1f6a
1520277728.86,27.511,59.140,0465
1520277729.46,27.507,59.145,3f28
1520277730.06,27.504,59.152,b48b
1520277730.67,27.507,59.155,0c19
1520277731.27,27.511,59.147,7482
1520277731.87,27.521,59.152,3a52
1520277732.48,27.500,59.147,d872
1520277733.08,27.511,59.152,1716
1520277733.68,27.514,59.145,1c7e
1520277734.29,27.507,59.147,1f6a
1520277734.89,27.500,59.145,f830
1520277735.50,27.507,59.145,3f28
1520277736.10,27.514,59.145,1c7e
1520277736.71,27.518,59.142,7d2e
1520277737.31,27.496,59.142,a585
1520277737.92,27.500,59.150,9ba4
1520277738.52,27.504,59.145,f75d
1520277739.12,27.511,59.135,cd57
1520277739.73,27.518,59.145,0dc9
1520277740.33,27.511,59.142,2427
1520277740.93,27.500,59.145,f830
1520277741.54,27.504,59.137,4e88
1520277742.14,27.511,59.150,3754
1520277742.75,27.518,59.142,7d2e
1520277743.35,27.511,59.152,1716
1520277743.95,27.500,59.150,9ba4
1520277744.56,27.507,59.147,1f6a
1520277745.16,27.525,59.140,264c
1520277745.77,27.504,59.152,b48b
1520277746.37,27.511,59.135,cd57
1520277746.98,27.504,59.145,f75d
1520277747.58,27.521,59.147,59c6
1520277748.19,27.507,59.150,5cbc
1520277748.79,27.514,59.147,3c3c
1520277749.39,27.514,59.147,3c3c
1520277750.00,27.514,59.150,7fea
1520277750.60,27.504,59.142,87ba
1520277751.20,27.514,59.145,1c7e
1520277751.81,27.511,59.137,ed15
1520277752.41,27.511,59.155,67f1
1520277753.02,27.511,59.147,7482
1520277753.62,27.521,59.150,1a10
1520277754.22,27.514,59.140,4cdb
1520277754.83,27.518,59.155,3ef8
1520277755.43,27.511,59.150,3754
1520277756.04,27.504,59.142,87ba
1520277756.64,27.507,59.145,3f28
1520277757.25,27.507,59.152,7cfe
1520277757.85,27.518,59.147,2d8b
1520277758.45,27.518,59.150,6e5d
1520277759.06,27.521,59.140,2921
1520277759.66,27.518,59.158,ef55
1520277760.27,27.514,59.145,1c7e
1520277760.87,27.514,59.147,3c3c
1520277761.47,27.511,59.152,1716
1520277762.08,27.518,59.155,3ef8
1520277762.68,27.518,59.142,7d2e
1520277763.29,27.518,59.147,2d8b
1520277763.89,27.514,59.145,1c7e
1520277764.49,27.511,59.140,0465
1520277765.10,27.507,59.142,4fcf
1520277765.70,27.500,59.145,f830
1520277766.31,27.507,59.147,1f6a
1520277766.91,27.507,59.140,6f8d
1520277767.52,27.507,59.147,1f6a
1520277768.12,27.504,59.145,f75d
1520277768.72,27.504,59.137,4e88
1520277769.33,27.518,59.150,6e5d
1520277769.93,27.511,59.155,67f1
1520277770.53,27.514,59.140,4cdb
1520277771.14,27.511,59.147,7482
1520277771.74,27.518,59.145,0dc9
1520277772.35,27.518,59.160,3b0e
1520277772.95,27.511,59.145,54c0
1520277773.56,27.514,59.152,5fa8
1520277774.16,27.511,59.135,cd57
1520277774.76,27.525,59.140,264c
1520277775.37,27.507,59.140,6f8d
1520277775.97,27.518,59.132,e4b9
1520277776.58,27.507,59.132,d658
1520277777.18,27.521,59.145,7984
1520277777.78,27.514,59.142,6c99
1520277778.39,27.514,59.142,6c99
1520277778.99,27.511,59.150,3754
1520277779.60,27.507,59.142,4fcf
1520277780.20,27.514,59.137,a5ab
1520277780.80,27.504,59.150,94c9
1520277781.41,27.521,59.150,1a10
1520277782.01,27.507,59.145,3f28
1520277782.62,27.511,59.147,7482
1520277783.22,27.511,59.135,cd57
1520277783.83,27.518,59.137,b41c
1520277784.43,27.514,59.142,6c99
1520277785.03,27.514,59.140,4cdb
1520277785.64,27.511,59.147,7482
1520277786.24,27.514,59.137,a5ab
1520277786.85,27.514,59.142,6c99
1520277787.45,27.514,59.130,d54c
1520277788.05,27.504,59.142,87ba
1520277788.66,27.500,59.147,d872
1520277789.26,27.518,59.145,0dc9
1520277789.86,27.504,59.145,f75d
1520277790.76,27.514,59.130,d54c
1520277791.07,27.511,59.142,2427
1520277791.68,27.507,59.142,4fcf
1520277792.28,27.504,59.145,f75d
1520277792.89,27.518,59.137,b41c
1520277793.49,27.511,59.135,cd57
1520277794.09,27.511,59.142,2427
1520277794.70,27.511,59.142,2427
1520277795.30,27.514,59.142,6c99
1520277795.91,27.511,59.140,0465
1520277796.51,27.514,59.140,4cdb
1520277797.11,27.518,59.137,b41c
1520277797.72,27.507,59.142,4fcf
1520277798.32,27.514,59.145,1c7e
1520277798.93,27.504,59.137,4e88
1520277799.53,27.518,59.135,945e
1520277800.13,27.518,59.135,945e
1520277800.74,27.518,59.132,e4b9
1520277801.34,27.518,59.142,7d2e
1520277801.95,27.514,59.137,a5ab
1520277802.55,27.525,59.140,264c
1520277803.16,27.514,59.135,85e9
1520277803.76,27.511,59.135,cd57
1520277804.36,27.511,59.147,7482
1520277804.97,27.521,59.135,e013
1520277805.57,27.511,59.142,2427
1520277806.18,27.514,59.135,85e9
1520277806.78,27.500,59.135,61a7
1520277807.38,27.511,59.137,ed15
1520277807.99,27.518,59.137,b41c
1520277808.59,27.496,59.145,d562
1520277809.19,27.514,59.130,d54c
1520277809.80,27.511,59.147,7482
1520277810.40,27.500,59.150,9ba4
1520277811.01,27.521,59.145,7984
1520277811.61,27.507,59.140,6f8d
1520277812.22,27.511,59.145,54c0
1520277812.82,27.511,59.150,3754
1520277813.43,27.500,59.137,41e5
1520277814.03,27.518,59.142,7d2e
1520277814.63,27.511,59.145,54c0
1520277815.24,27.514,59.137,a5ab
1520277815.84,27.507,59.135,a6bf
1520277816.45,27.504,59.150,94c9
1520277817.05,27.504,59.142,87ba
1520277817.65,27.518,59.140,5d6c
1520277818.26,27.507,59.142,4fcf
1520277818.86,27.521,59.140,2921
1520277819.46,27.511,59.135,cd57
1520277820.07,27.525,59.137,cf3c
1520277820.67,27.507,59.137,86fd
1520277821.28,27.511,59.135,cd57
1520277821.88,27.514,59.130,d54c
1520277822.49,27.514,59.142,6c99
1520277823.09,27.525,59.142,060e
1520277823.70,27.507,59.132,d658
1520277824.30,27.507,59.140,6f8d
1520277824.90,27.514,59.130,d54c
1520277825.51,27.518,59.137,b41c
1520277826.11,27.521,59.130,b0b6
1520277826.71,27.518,59.132,e4b9
1520277827.32,27.507,59.135,a6bf
1520277827.92,27.507,59.137,86fd
1520277828.53,27.504,59.142,87ba
1520277829.13,27.507,59.132,d658
1520277829.73,27.504,59.135,6eca
1520277830.34,27.507,59.145,3f28
1520277830.94,27.507,59.135,a6bf
1520277831.55,27.511,59.137,ed15
1520277832.15,27.518,59.135,945e
1520277832.76,27.511,59.137,ed15
1520277833.36,27.504,59.137,4e88
1520277833.96,27.518,59.142,7d2e
1520277834.57,27.504,59.142,87ba
1520277835.17,27.518,59.135,945e
1520277835.78,27.511,59.135,cd57
1520277836.38,27.529,59.127,edba
1520277836.98,27.507,59.140,6f8d
1520277837.59,27.518,59.132,e4b9
1520277838.19,27.507,59.140,6f8d
1520277838.79,27.504,59.137,4e88
1520277839.40,27.525,59.135,ef7e
1520277840.00,27.518,59.135,945e
1520277840.61,27.518,59.119,33b0
1520277841.21,27.500,59.130,3102
1520277841.82,27.507,59.140,6f8d
1520277842.42,27.518,59.132,e4b9
1520277843.03,27.525,59.140,264c
1520277843.63,27.518,59.140,5d6c
1520277844.23,27.511,59.130,9df2
1520277844.84,27.511,59.140,0465
1520277845.44,27.525,59.137,cf3c
1520277846.04,27.521,59.132,90f4
1520277846.65,27.504,59.132,1e2d
1520277847.25,27.518,59.130,c4fb
1520277847.86,27.511,59.125,fe66
1520277848.46,27.511,59.130,9df2
1520277849.06,27.504,59.135,6eca
1520277849.67,27.514,59.145,1c7e
1520277850.27,27.518,59.135,945e
1520277850.88,27.507,59.137,86fd
1520277851.48,27.521,59.145,7984
1520277852.09,27.514,59.135,85e9
1520277852.69,27.514,59.140,4cdb
1520277853.29,27.500,59.142,88d7
1520277853.90,27.511,59.135,cd57
1520277854.50,27.514,59.140,4cdb
1520277855.11,27.511,59.145,54c0
1520277855.71,27.511,59.137,ed15
1520277856.31,27.507,59.140,6f8d
1520277856.92,27.511,59.130,9df2
1520277857.52,27.511,59.140,0465
1520277858.12,27.518,59.127,872d
1520277858.73,27.504,59.132,1e2d
1520277859.33,27.521,59.132,90f4
1520277859.94,27.514,59.135,85e9
1520277860.54,27.514,59.127,969a
1520277861.15,27.518,59.130,c4fb
1520277861.75,27.518,59.130,c4fb
1520277862.36,27.518,59.137,b41c
1520277862.96,27.514,59.137,a5ab
1520277863.56,27.507,59.137,86fd
1520277864.17,27.511,59.140,0465
1520277864.77,27.507,59.130,f61a
1520277865.37,27.500,59.127,72d4
1520277865.98,27.518,59.132,e4b9
1520277866.58,27.507,59.130,f61a
1520277867.19,27.521,59.127,f360
1520277867.79,27.511,59.135,cd57
1520277868.39,27.504,59.140,a7f8
1520277869.00,27.511,59.130,9df2
1520277869.60,27.514,59.127,969a
1520277870.21,27.507,59.137,86fd
1520277870.81,27.507,59.137,86fd
1520277871.42,27.500,59.140,a895
1520277872.02,27.507,59.135,a6bf
1520277872.63,27.496,59.137,6cb7
1520277873.23,27.511,59.132,bdb0
1520277873.83,27.511,59.147,7482
1520277874.44,27.500,59.132,1140
1520277875.04,27.507,59.137,86fd
1520277875.64,27.521,59.125,d322
1520277876.25,27.504,59.137,4e88
1520277876.85,27.507,59.137,86fd
1520277877.45,27.511,59.132,bdb0
1520277878.06,27.511,59.132,bdb0
1520277878.66,27.511,59.135,cd57
1520277879.27,27.518,59.132,e4b9
1520277879.87,27.504,59.130,3e6f
1520277880.48,27.507,59.135,a6bf
1520277881.08,27.507,59.125,958e
1520277881.69,27.507,59.127,b5cc
1520277882.29,27.507,59.132,d658
1520277882.89,27.514,59.125,b6d8
1520277883.50,27.511,59.127,de24
1520277884.10,27.507,59.125,958e
1520277884.71,27.507,59.122,e569
1520277885.31,27.514,59.130,d54c
1520277885.91,27.511,59.130,9df2
1520277886.52,27.529,59.137,de8b
1520277887.12,27.507,59.135,a6bf
1520277887.72,27.504,59.122,2d1c
1520277888.33,27.511,59.125,fe66
1520277888.93,27.521,59.130,b0b6
1520277889.54,27.511,59.132,bdb0
1520277890.14,27.514,59.132,f50e
1520277890.75,27.507,59.132,d658
1520277891.35,27.511,59.122,8e81
1520277891.96,27.504,59.135,6eca
1520277892.56,27.507,59.137,86fd
1520277893.16,27.507,59.132,d658
1520277893.77,27.504,59.130,3e6f
1520277894.37,27.504,59.137,4e88
1520277894.97,27.514,59.132,f50e
1520277895.58,27.511,59.140,0465
1520277896.18,27.511,59.127,de24
1520277896.78,27.514,59.122,c63f
1520277897.39,27.518,59.130,c4fb
1520277897.99,27.518,59.125,a76f
1520277898.60,27.496,59.127,5f86
1520277899.20,27.504,59.119,c924
1520277899.81,27.507,59.127,b5cc
1520277900.41,27.504,59.119,c924
1520277901.02,27.511,59.137,ed15
1520277901.62,27.514,59.135,85e9
1520277902.22,27.500,59.130,3102
1520277902.83,27.504,59.130,3e6f
1520277903.43,27.500,59.125,5296
1520277904.04,27.504,59.135,6eca
1520277904.64,27.514,59.125,b6d8
1520277905.24,27.518,59.127,872d
1520277905.85,27.507,59.130,f61a
1520277906.45,27.500,59.127,72d4
1520277907.05,27.511,59.137,ed15
1520277907.66,27.514,59.130,d54c
1520277908.26,27.507,59.125,958e
1520277908.87,27.507,59.127,b5cc
1520277909.47,27.518,59.127,872d
1520277910.08,27.504,59.122,2d1c
1520277910.68,27.507,59.125,958e
1520277911.29,27.518,59.125,a76f
1520277911.89,27.496,59.127,5f86
1520277912.49,27.511,59.119,6ab9
1520277913.10,27.504,59.114,1889
1520277913.70,27.511,59.122,8e81
1520277914.30,27.507,59.127,b5cc
1520277914.91,27.511,59.125,fe66
1520277915.51,27.507,59.125,958e
1520277916.11,27.511,59.125,fe66
1520277916.72,27.500,59.127,72d4
1520277917.32,27.496,59.125,7fc4
1520277917.93,27.514,59.125,b6d8
1520277918.53,27.511,59.117,8b77
1520277919.14,27.507,59.112,b03a
1520277919.74,27.514,59.127,969a
1520277920.35,27.511,59.119,6ab9
1520277920.95,27.521,59.130,b0b6
1520277921.55,27.521,59.125,d322
1520277922.16,27.507,59.122,e569
1520277922.76,27.507,59.130,f61a
1520277923.37,27.518,59.122,d788
1520277923.97,27.507,59.130,f61a
1520277924.57,27.504,59.125,5dfb
1520277925.18,27.500,59.125,5296
1520277925.78,27.496,59.127,5f86
